id,name,desc,icon,widgetType,paginationType,type,dragonId,breedDragonId,productLevel,productNeedItem,orderType,productTime,timeValue,sellCoin,price,expValue,orderNumLimit,orderNormalWeight,orderDifficultWeight,timeOrderItem,timeOrderNumLimit,limittime,canUse,funcType,funcParam,itemLimit,getWays,getWayParam,sceneId,lookupWay,timeOrderUnlockLevel,itemConvert,showUp,
2400,item_2400,item_desc_2400,item_dragonmaze_scroll_grass,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,[-1],,-1,0,-1,[],,
2401,item_2400,item_desc_2400,item_dragonmaze_scroll_wood,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,[-1],,-2,0,-1,[],,
2402,item_2400,item_desc_2400,item_dragonmaze_scroll_stone,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,[-1],,-3,0,-1,[],,
2403,item_2400,item_desc_2400,item_dragonmaze_scroll_ore,13,4,2,0,,0,[],0,0,0,0,80,0,0,0,0,0,[],-1,1,0,[],-1,[-1],,-4,0,-1,[],,
2500,item_2500,item_desc_2500,item_dragonmaze_rope,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,[12],,,0,-1,[],,
2501,item_2501,item_desc_2501,item_dragonmaze_linen,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,[12],,,0,-1,[],,
2502,item_2502,item_desc_2502,item_dragonmaze_pigment,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,[12],,,0,-1,[],,
2503,item_2503,item_desc_2503,item_dragonmaze_hide,13,3,4,0,,0,[],0,0,0,0,2,0,0,0,0,0,[],-1,1,0,[],9999,[12],,,0,-1,[],,
5001,item_5001,item_desc_5001,item_wheat,13,1,5,104001,,0,[],1,0,3,1,2,1,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5002,item_5002,item_desc_5002,item_strawberry,13,1,5,107001,,0,[],1,0,8,5,3,3,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5003,item_5003,item_desc_5003,item_blueberry,13,1,5,116001,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5004,item_5004,item_desc_5004,item_apple,13,1,5,118001,,0,[],0,0,20,18,10,13,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5005,item_5005,item_desc_5005,item_honey,13,1,5,110001,,0,[],1,0,15,14,8,10,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5006,item_5006,item_desc_5006,item_milk,13,1,5,108001,,0,[],1,0,15,14,8,10,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5007,item_5007,item_desc_5007,item_wool,13,1,5,114001,,0,[],0,0,30,25,15,18,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5008,item_5008,item_desc_5008,item_purpleSweetPotato,13,1,5,106001,,0,[],3,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5009,item_5009,item_desc_5009,item_sandstone,13,1,5,102001,,0,[],1,0,5,5,3,3,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5010,item_5010,item_desc_5010,item_clay,13,1,5,115001,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5011,item_5011,item_desc_5011,item_rock,13,1,5,111001,,0,[],3,0,20,18,10,13,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5012,item_5012,item_desc_5012,item_copper_mine,13,1,5,105001,,0,[],1,0,30,25,15,18,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5013,item_5013,item_desc_5013,item_silverOre,13,1,5,109001,,0,[],0,0,50,37,25,27,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5014,item_5014,item_desc_5014,item_goldOre,13,1,5,113001,,0,[],0,0,60,45,30,33,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5015,item_5015,item_desc_5015,item_hardwood,13,1,5,112001,,0,[],1,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5016,item_5016,item_desc_5016,item_cork,13,1,5,101001,,0,[],1,0,3,5,1,3,-1,200,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5017,item_5017,item_desc_5017,item_caneVine,13,1,5,117001,,0,[],0,0,10,10,5,7,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5018,item_5018,item_desc_5018,item_charcoal,13,1,5,103001,,0,[],1,0,3,3,2,2,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5019,item_5019,item_desc_5019,item_ruby,13,1,5,119001,,0,[],0,0,60,45,30,33,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5020,item_5020,item_desc_5020,item_sapphire,13,1,5,120001,,0,[],0,0,50,37,25,27,-1,100,200,0,"[50,40,60]",-1,1,0,[],99999,[3],,,0,-1,[],,
5021,item_5021,item_desc_5021,item_emerald,13,1,2,0,,0,[],0,0,0,0,20,22,0,100,200,0,"[50,40,60]",-1,1,0,[],99999,[4],,,0,-1,[],,
5022,item_5022,item_desc_5022,item_diamond,13,1,2,0,,0,[],0,0,0,0,45,45,0,100,200,0,"[50,40,60]",-1,1,0,[],99999,[4],,,0,-1,[],,
3001,item_3001,item_desc_food,item_flour,13,2,3,0,206001,1,"[[5001,9]]",3,180,30,18,6,13,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3002,item_3002,item_desc_food,item_cream,13,2,3,0,202001,1,"[[5006,6]]",3,300,15,100,46,75,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3003,item_3003,item_desc_food,item_honeySugar,13,2,3,0,207001,1,"[[5005,5],[5018,1]]",3,300,15,89,40,66,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3004,item_3004,item_desc_buildingMaterials,item_timber,13,2,3,0,,2,"[[5016,5],[2001,10]]",3,180,33,64,29,48,8,100,500,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3005,item_3005,item_desc_buildingMaterials,item_emulsion,13,2,3,0,,1,"[[2002,5],[5018,2]]",3,300,20,37,13,27,8,30,500,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3006,item_3006,item_desc_buildingMaterials,item_cut_stone,13,2,3,0,,1,"[[2004,5]]",3,300,20,31,10,23,8,100,500,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3007,item_3007,item_desc_buildingMaterials,item_fine_sand,13,2,3,0,201001,1,"[[5009,5]]",3,300,15,41,15,30,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3008,item_3008,item_desc_buildingMaterials,item_marble,13,2,3,0,208001,1,"[[5011,9]]",3,600,20,138,63,103,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3009,item_3009,item_desc_smelting,item_iron_ingots,13,2,3,0,,1,"[[2005,5]]",3,900,30,56,15,42,8,30,500,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3010,item_3010,item_desc_smelting,item_copper_ingot,13,2,3,0,203001,1,"[[5012,5]]",3,1200,20,180,77,135,8,100,500,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3011,item_3011,item_desc_smelting,item_silverIngot,13,2,3,0,209001,1,"[[5013,5]]",0,2400,40,285,131,213,8,100,500,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3012,item_3012,item_desc_smelting,item_goldBullion,13,2,3,0,210001,2,"[[5014,5]]",0,3600,60,375,152,281,8,100,500,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3013,item_3013,item_desc_clothing,item_knittingWool,13,2,3,0,,1,"[[5007,5]]",0,600,10,155,72,116,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3014,item_3014,item_desc_clothing,item_cottonThread,13,2,3,0,,1,"[[5007,10]]",0,600,10,280,131,210,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3015,item_3015,item_desc_food,item_dough,13,2,3,0,,1,"[[3001,1],[5008,6]]",3,300,8,94,37,70,8,100,0,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3016,item_3016,item_desc_buildingMaterials,item_board,13,2,3,0,,2,"[[2003,5],[3004,1]]",3,600,58,109,40,81,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,"[2,3]",,,0,-1,[],,
3017,item_3017,item_desc_buildingMaterials,item_rubber,13,2,3,0,,2,"[[3005,2]]",3,900,55,115,33,86,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3018,item_3018,item_desc_buildingMaterials,item_woodenStake,13,2,3,0,,6,"[[5015,5],[3004,2]]",0,600,76,208,80,156,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3019,item_3019,item_desc_buildingMaterials,item_hardMudLump,13,2,3,0,,1,"[[5010,5],[3007,2]]",0,900,25,173,60,129,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3020,item_3020,item_desc_smelting,item_iron_wire,13,2,3,0,,2,"[[3009,1],[5018,2]]",3,1800,60,142,32,106,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3021,item_3021,item_desc_smelting,item_copper_wire,13,2,3,0,,2,"[[3010,1],[5018,1]]",3,1800,50,263,92,197,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3022,item_3022,item_desc_smelting,item_ironPlate,13,2,3,0,,3,"[[3009,3],[5018,3]]",3,1800,120,257,62,192,8,10,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3023,item_3023,item_desc_clothing,item_cloth,13,2,3,0,,2,"[[3014,2]]",0,900,35,601,242,450,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3024,item_3024,item_desc_juice,item_StrawberryJuice,13,2,3,0,,2,"[[5002,9],[3003,3]]",3,1200,35,367,132,275,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3025,item_3025,item_desc_juice,item_BlueberryJuice,13,2,3,0,,2,"[[5003,9],[3003,3]]",0,1200,35,412,151,309,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3026,item_3026,item_desc_juice,item_AppleJuice,13,2,3,0,,2,"[[5004,9],[3003,3]]",0,1200,0,484,189,363,0,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3027,item_3027,item_desc_smelting,item_goldCarving,13,2,3,0,,3,"[[3012,1],[5018,5]]",0,1800,90,460,171,345,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3028,item_3028,item_desc_clothing,item_sweater,13,2,3,0,,3,"[[3013,5]]",0,1800,80,855,316,641,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3029,item_3029,item_desc_clothing,item_shirt,13,2,3,0,,3,"[[3023,2]]",0,3600,130,1352,466,1014,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3030,item_3030,item_desc_clothing,item_pants,13,2,3,0,,3,"[[3023,3]]",0,5400,195,2023,599,1517,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3031,item_3031,item_desc_food,item_bagel,13,2,3,0,,1,"[[3015,1]]",0,600,30,124,42,93,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3032,item_3032,item_desc_buildingMaterials,item_wooden_frame,13,2,3,0,,4,"[[3016,4],[3020,2]]",3,1800,382,800,208,600,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3033,item_3033,item_desc_furniture,item_bulb,13,2,3,0,,3,"[[3020,1],[3021,1],[5018,1]]",0,2400,150,508,132,381,5,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3034,item_3034,item_desc_clothing,item_jewelryMould,13,2,3,0,,4,"[[3022,2],[3017,2]]",0,1800,380,824,178,618,0,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3035,item_3035,item_desc_food,item_bread,13,2,3,0,,2,"[[3015,1],[3003,2]]",3,2400,53,372,90,279,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3036,item_3036,item_desc_buildingMaterials,item_Iron_frame,13,2,3,0,,4,"[[3022,3],[3005,2]]",0,3600,460,995,210,746,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3037,item_3037,item_desc_furniture,item_light_stand,13,2,3,0,,4,"[[3010,3],[3021,2],[3017,1]]",0,3600,275,1331,366,998,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3038,item_3038,item_desc_buildingMaterials,item_cement,13,2,3,0,,3,"[[3019,2]]",0,1800,80,426,126,319,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3039,item_3039,item_desc_furniture,item_totem,13,2,3,0,,4,"[[3018,1],[3027,2],[3005,2]]",0,3600,356,1352,385,1014,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3040,item_3040,item_desc_clothing,item_cottonClothes,13,2,3,0,,3,"[[3014,2],[3023,2]]",0,5400,180,2953,594,2214,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3041,item_3041,item_desc_food,item_butterBread,13,2,3,0,,3,"[[3035,1],[3002,3]]",3,1200,88,727,192,545,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3042,item_3042,item_desc_food,item_doughnut,13,2,3,0,,2,"[[3001,1],[3002,1],[3003,3]]",0,1200,53,446,150,334,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3043,item_3043,item_desc_furniture,item_steps,13,2,3,0,,4,"[[3006,9],[3038,2]]",0,5400,430,1762,316,1321,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3044,item_3044,item_desc_furniture,item_tile,13,2,3,0,,4,"[[3008,4],[3038,1],[3005,1]]",0,3600,200,1165,337,873,8,20,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3045,item_3045,item_desc_furniture,item_chair,13,2,3,0,,5,"[[3032,2],[3004,5],[5017,6]]",0,3600,989,2130,490,1597,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3046,item_3046,item_desc_furniture,item_desk,13,2,3,0,,5,"[[3032,3],[3004,6],[5017,9]]",0,5400,1434,3094,603,2320,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3047,item_3047,item_desc_furniture,item_bed,13,2,3,0,,5,"[[3036,2],[3020,5],[3017,2]]",0,5400,1420,3150,544,2362,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3048,item_3048,item_desc_furniture,item_tableLamp,13,2,3,0,,4,"[[3033,1],[3037,1],[5017,3]]",0,5400,515,2089,517,1566,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3049,item_3049,item_desc_furniture,item_wardrobe,13,2,3,0,,5,"[[3032,2],[3036,1],[3027,1]]",0,7200,1434,3315,604,2486,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3050,item_3050,item_desc_clothing,item_silverNecklace,13,2,3,0,,4,"[[3011,2],[3034,1]]",0,5400,550,1614,383,1210,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3051,item_3051,item_desc_clothing,item_goldRing,13,2,3,0,,4,"[[3012,2],[3034,1]]",0,5400,590,1794,432,1345,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3052,item_3052,item_desc_food,item_strawberryDoughnut,13,2,3,0,,3,"[[3024,1],[3042,1],[3002,2]]",3,3600,158,1163,350,872,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3053,item_3053,item_desc_food,item_blueberryDoughnut,13,2,3,0,,3,"[[3025,1],[3042,1],[3002,2]]",0,3600,158,1208,367,906,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3054,item_3054,item_desc_food,item_appleDoughnut,13,2,3,0,,3,"[[3026,1],[3042,1],[3002,2]]",0,3600,0,1280,370,960,0,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3055,item_3055,item_desc_clothing,item_gemNecklace,13,2,3,0,,4,"[[3050,1],[5020,2],[5021,2]]",0,7200,0,2008,488,1506,0,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3056,item_3056,item_desc_clothing,item_diamondRing,13,2,3,0,,5,"[[3051,1],[5022,1],[5019,2]]",0,7200,0,2204,547,1653,0,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3057,item_3057,item_desc_juice,item_yogurt,13,2,3,0,,1,"[[5006,6]]",0,480,18,100,46,50,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3058,item_3058,item_desc_juice,item_MilkTea,13,2,3,0,,1,"[[5006,6],[5005,6]]",0,480,18,100,70,50,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3059,item_3059,item_desc_juice,item_Milkshake,13,2,3,0,,2,"[[3002,1],[3003,1]]",0,900,35,100,30,50,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3060,item_3060,item_desc_juice,item_MilkWine,13,2,3,0,,2,"[[3057,1],[3003,1]]",0,900,35,100,30,50,8,100,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3061,item_3061,item_desc_smelting,item_nail,13,2,3,0,,2,"[[3009,1]]",0,1200,40,100,30,50,8,10,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3062,item_3062,item_desc_smelting,item_screw,13,2,3,0,,2,"[[3009,1]]",0,1200,40,100,30,50,8,10,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3063,item_3063,item_desc_smelting,item_spring,13,2,3,0,,2,"[[3009,2]]",0,2400,60,100,80,50,8,10,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3064,item_3064,item_desc_buildingMaterials,item_polishedStone,13,2,3,0,,2,"[[3009,1],[3008,2]]",0,2400,60,100,160,50,8,10,200,0,"[50,40,60]",-1,1,0,[],9999,[2],,,0,-1,[],,
3997,item_3997,item_desc_3997,item_DNA4,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_3999,,0,-1,[],,
3998,item_3998,item_desc_3998,item_DNA3,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_3999,,0,-1,[],,
3999,item_3999,item_desc_3999,item_DNA2,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_3999,,0,-1,[],,
4000,item_4001,item_desc_4001,item_DNA,13,-1,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4001,,0,-1,[],,
4001,item_4001,item_desc_4001,item_story_stonelight,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4001,,0,-1,[],,
4002,item_4002,item_desc_4002,item_story_hemprope,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4001,,0,-1,[],,
4003,item_4003,item_desc_4003,item_story_energystone,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4003,,0,-1,[],,
4004,item_4004,item_des_4004,collection1_item1,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4004,,0,-1,[],,
4005,item_4005,item_des_4005,collection1_item2,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4005,,0,-1,[],,
4006,item_4006,item_des_4006,collection1_item3,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4006,,0,-1,[],,
4007,item_4007,item_des_4007,collection1_item4,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4007,,0,-1,[],,
4008,item_4008,item_des_4008,collection1_item5,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4008,,0,-1,[],,
4009,item_4009,item_des_4009,collection2_item1,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4009,,0,-1,[],,
4010,item_4010,item_des_4010,collection2_item2,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4010,,0,-1,[],,
4011,item_4011,item_des_4011,collection2_item3,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4011,,0,-1,[],,
4012,item_4012,item_des_4012,collection2_item4,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4012,,0,-1,[],,
4013,item_4013,item_des_4013,collection2_item5,13,4,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4013,,0,-1,[],,
