id,name,desc,type,user,icon,model,getWay,getWayParam,time,openTime,quality,attribute,dragonEnergyLimit,skill,canProduct,productNeedItem,needEquipQuelity,awardWeight,successRate,increaseSuccessRate,reimburse,sell,taskDrawingGetWay,drawingID,drawingGetWayDesc,sequence
27214,cynthiaskin_27214,cynthiaskin_desc_27214,2,Femaleplayer,cynthiaskin_27214,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:11,0,0,[],[],0,[],[],,100,0,[],[],,,,27214
27215,cynthiaskin_27215,cynthiaskin_desc_27215,2,Femaleplayer,cynthiaskin_27215,Prefab/Art/Character/cynthiaskin_27215.prefab,1,,,2023-5-17 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27215
27218,cynthiaskin_27218,cynthiaskin_desc_27218,2,Femaleplayer,cynthiaskin_27218,Prefab/Art/Character/cynthiaskin_27218.prefab,1,,,2023-7-24 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27218
27219,cynthiaskin_27219,cynthiaskin_desc_27219,2,Femaleplayer,cynthiaskin_27219,Prefab/Art/Character/cynthiaskin_27219.prefab,1,,,2023-8-13 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27219
27220,cynthiaskin_27220,cynthiaskin_desc_27220,2,Femaleplayer,cynthiaskin_27220,Prefab/Art/Character/cynthiaskin_27220.prefab,1,,,2023-8-28 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27220
27221,cynthiaskin_27221,cynthiaskin_desc_27221,2,Femaleplayer,cynthiaskin_27221,Prefab/Art/Character/cynthiaskin_27221.prefab,1,,,2023-9-13 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27221
27222,cynthiaskin_27222,cynthiaskin_desc_27222,2,Femaleplayer,cynthiaskin_27222,Prefab/Art/Character/cynthiaskin_27222.prefab,1,,,2023-9-28 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27222
27223,cynthiaskin_27223,cynthiaskin_desc_27223,2,Femaleplayer,cynthiaskin_27223,Prefab/Art/Character/cynthiaskin_27223.prefab,1,,,2023-10-12 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27223
27225,cynthiaskin_27225,cynthiaskin_desc_27225,2,Femaleplayer,cynthiaskin_27225,Prefab/Art/Character/cynthiaskin_27225.prefab,1,,,2023-10-27 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27225
27226,cynthiaskin_27226,cynthiaskin_desc_27226,2,Femaleplayer,cynthiaskin_27226,Prefab/Art/Character/cynthiaskin_27226.prefab,1,,,2023-11-11 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27226
27227,cynthiaskin_27227,cynthiaskin_desc_27227,2,Femaleplayer,cynthiaskin_27227,Prefab/Art/Character/cynthiaskin_27227.prefab,1,,,2023-11-26 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27227
27228,cynthiaskin_27228,cynthiaskin_desc_27228,2,Femaleplayer,cynthiaskin_27228,Prefab/Art/Character/cynthiaskin_27228.prefab,1,,,2023-12-26 19:05:00,0,0,[],[],0,[],[],,100,0,[],[],,,,27228
27303,cynthiahat_27303,cynthiashat_desc_27303,10,Femaleplayer,cynthiahat_27303,Prefab/Art/Character/cynthiaskin_27202.prefab,2,11,,2031-12-20 19:00:12,0,0,[],[],0,[],[],,100,0,[],[],,,,999
27304,cynthiahat_27304,cynthiahat_desc,10,Femaleplayer,cynthiahat_27304,Prefab/Art/Character/cynthiahat_27304.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,980
27305,cynthiadress_27305,cynthiahat_desc,11,Femaleplayer,cynthiahat_27305,Prefab/Art/Character/cynthiadress_27305.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,780
27306,cynthiaskirt_27306,cynthiahat_desc,12,Femaleplayer,cynthiahat_27306,Prefab/Art/Character/cynthiaskirt_27306.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,580
27307,cynthiashoes_27307,cynthiahat_desc,13,Femaleplayer,cynthiahat_27307,Prefab/Art/Character/cynthiashoes_27307.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,380
27308,cynthiadress_27308,cynthiadress_27308_get,11,Femaleplayer,cynthiadress_27308,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:17,0,0,[],[],0,[],[],,100,0,[],[],,,,798
27309,cynthiaskirt_27309,cynthiadress_27308_get,12,Femaleplayer,cynthiaskirt_27309,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:18,0,0,[],[],0,[],[],,100,0,[],[],,,,598
27310,cynthiahat_27310,cynthiahat_desc_27310,10,Femaleplayer,cynthiahat_27310,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:19,0,0,[],[],0,[],[],,100,0,[],[],,,,997
27311,cynthiadress_27311,cynthiahat_desc_27310,11,Femaleplayer,cynthiadress_27311,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:20,0,0,[],[],0,[],[],,100,0,[],[],,,,797
27312,cynthiaskirt_27312,cynthiahat_desc_27312,12,Femaleplayer,cynthiaskirt_27312,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:21,0,0,[],[],0,[],[],,100,0,[],[],,,,597
27313,cynthiashoes_27313,cynthiahat_desc_27312,13,Femaleplayer,cynthiashoes_27313,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:22,0,0,[],[],0,[],[],,100,0,[],[],,,,397
27314,cynthiahat_27314,cynthiadress_27314_get,10,Femaleplayer,cynthiahat_27314,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:23,0,0,[],[],0,[],[],,100,0,[],[],,,,996
27315,cynthiadress_27315,cynthiadress_27314_get,11,Femaleplayer,cynthiadress_27315,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:24,0,0,[],[],0,[],[],,100,0,[],[],,,,796
27316,cynthiaskirt_27316,cynthiadress_27314_get,12,Femaleplayer,cynthiaskirt_27316,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:25,0,0,[],[],0,[],[],,100,0,[],[],,,,596
27317,cynthiashoes_27317,cynthiadress_27314_get,13,Femaleplayer,cynthiashoes_27317,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:26,0,0,[],[],0,[],[],,100,0,[],[],,,,396
27318,cynthiahat_27318,item_27538_getway,10,Femaleplayer,cynthiahat_27318,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:27,0,0,[],[],0,[],[],,100,0,[],[],,,,995
27319,cynthiadress_27319,item_27538_getway,11,Femaleplayer,cynthiadress_27319,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:28,0,0,[],[],0,[],[],,100,0,[],[],,,,795
27320,cynthiaskirt_27320,item_27320_getway,12,Femaleplayer,cynthiaskirt_27320,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:29,0,0,[],[],0,[],[],,100,0,[],[],,,,595
27321,cynthiashoes_27321,item_27320_getway,13,Femaleplayer,cynthiashoes_27321,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:30,0,0,[],[],0,[],[],,100,0,[],[],,,,395
27322,cynthiahat_27322,cynthiashoes_desc_27322,10,Femaleplayer,cynthiahat_27322,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:31,0,0,[],[],0,[],[],,100,0,[],[],,,,994
27323,cynthiadress_27323,cynthiashoes_desc_27323,11,Femaleplayer,cynthiadress_27323,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:32,0,0,[],[],0,[],[],,100,0,[],[],,,,794
27324,cynthiaskirt_27324,cynthiashoes_desc_27324,12,Femaleplayer,cynthiaskirt_27324,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:33,0,0,[],[],0,[],[],,100,0,[],[],,,,594
27325,cynthiashoes_27325,cynthiashoes_desc_27325,13,Femaleplayer,cynthiashoes_27325,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:34,0,0,[],[],0,[],[],,100,0,[],[],,,,394
27326,cynthiahat_27330,cynthiahat_des_27330,10,Femaleplayer,cynthiahat_27330,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:35,0,0,[],[],0,[],[],,100,0,[],[],,,,993
27327,cynthiadress_27331,cynthiahat_des_27330,11,Femaleplayer,cynthiadress_27331,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:36,0,0,[],[],0,[],[],,100,0,[],[],,,,793
27328,cynthiaskirt_27332,cynthiahat_des_27330,12,Femaleplayer,cynthiaskirt_27332,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:37,0,0,[],[],0,[],[],,100,0,[],[],,,,593
27329,cynthiashoes_27333,cynthiahat_des_27330,13,Femaleplayer,cynthiashoes_27333,Prefab/Art/Character/cynthiaskin_27202.prefab,1,,,2031-12-20 19:00:38,0,0,[],[],0,[],[],,100,0,[],[],,,,393
27330,cynthiahat_27326,cynthiahat_des_27326,10,Femaleplayer,cynthiahat_27326,Prefab/Art/Character/cynthiahat_27326.prefab,1,,,2023-4-20 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,990
27331,cynthiadress_27327,cynthiahat_des_27326,11,Femaleplayer,cynthiadress_27327,Prefab/Art/Character/cynthiadress_27327.prefab,1,,,2023-4-20 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,790
27332,cynthiaskirt_27328,cynthiahat_des_27326,12,Femaleplayer,cynthiaskirt_27328,Prefab/Art/Character/cynthiaskirt_27328.prefab,1,,,2023-4-20 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,590
27333,cynthiashoes_27329,cynthiahat_des_27326,13,Femaleplayer,cynthiashoes_27329,Prefab/Art/Character/cynthiashoes_27329.prefab,1,,,2023-4-20 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,390
27334,cynthiahat_27334,cynthiahat_des_27334,10,Femaleplayer,cynthiahat_27334,Prefab/Art/Character/cynthiahat_27334.prefab,1,,,2023-3-6 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,991
27335,cynthiadress_27335,cynthiahat_des_27334,11,Femaleplayer,cynthiadress_27335,Prefab/Art/Character/cynthiadress_27335.prefab,1,,,2023-3-6 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,791
27336,cynthiaskirt_27336,cynthiahat_des_27334,12,Femaleplayer,cynthiaskirt_27336,Prefab/Art/Character/cynthiaskirt_27336.prefab,1,,,2023-3-6 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,591
27337,cynthiashoes_27337,cynthiahat_des_27334,13,Femaleplayer,cynthiashoes_27337,Prefab/Art/Character/cynthiashoes_27337.prefab,1,,,2023-3-6 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,391
27342,cynthiahat_27342,cynthiahat_des_27342,10,Femaleplayer,cynthiahat_27342,Prefab/Art/Character/cynthiahat_27342.prefab,1,,,2023-6-4 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,986
27343,cynthiadress_27343,cynthiahat_des_27342,11,Femaleplayer,cynthiadress_27343,Prefab/Art/Character/cynthiadress_27343.prefab,1,,,2023-6-4 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,786
27344,cynthiaskirt_27344,cynthiahat_des_27342,12,Femaleplayer,cynthiaskirt_27344,Prefab/Art/Character/cynthiaskirt_27344.prefab,1,,,2023-6-4 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,586
27345,cynthiashoes_27345,cynthiahat_des_27342,13,Femaleplayer,cynthiashoes_27345,Prefab/Art/Character/cynthiashoes_27345.prefab,1,,,2023-6-4 17:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,386
27346,cynthiahat_27346,cynthiahat_des_27346,10,Femaleplayer,cynthiahat_27346,Prefab/Art/Character/cynthiahat_27346.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,988
27347,cynthiadress_27347,cynthiahat_des_27346,11,Femaleplayer,cynthiadress_27347,Prefab/Art/Character/cynthiadress_27347.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,788
27348,cynthiaskirt_27348,cynthiahat_des_27346,12,Femaleplayer,cynthiaskirt_27348,Prefab/Art/Character/cynthiaskirt_27348.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,588
27349,cynthiashoes_27349,cynthiahat_des_27346,13,Femaleplayer,cynthiashoes_27349,Prefab/Art/Character/cynthiashoes_27349.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,388
27350,cynthiaskin_27200,,10,Femaleplayer,cynthiaskin_default_head,Prefab/Art/Character/FemalePlayer_head.prefab,0,,,,0,0,[],[],0,[],[],,100,0,[],[],,,,1000
27351,cynthiaskin_27200,,11,Femaleplayer,cynthiaskin_default_clothes,Prefab/Art/Character/FemalePlayer_upper_limb.prefab,0,,,,0,0,[],[],1,[],[],,100,0,[],[],,,,800
27352,cynthiaskin_27200,,12,Femaleplayer,cynthiaskin_default_trousers,Prefab/Art/Character/FemalePlayer_trousers.prefab,0,,,,0,0,[],[],2,[],[],,100,0,[],[],,,,600
27353,cynthiaskin_27200,,13,Femaleplayer,cynthiaskin_default_shoe,Prefab/Art/Character/FemalePlayer_shoe.prefab,0,,,,0,0,[],[],3,[],[],,100,0,[],[],,,,400
27354,cynthiahat_27354,cynthiahat_des_27354,10,Femaleplayer,cynthiahat_27354,Prefab/Art/Character/cynthiahat_27350.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,987
27355,cynthiadress_27355,cynthiahat_des_27354,11,Femaleplayer,cynthiadress_27355,Prefab/Art/Character/cynthiadress_27351.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,787
27356,cynthiaskirt_27356,cynthiahat_des_27354,12,Femaleplayer,cynthiaskirt_27356,Prefab/Art/Character/cynthiaskirt_27352.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,587
27357,cynthiashoes_27357,cynthiahat_des_27354,13,Femaleplayer,cynthiashoes_27357,Prefab/Art/Character/cynthiashoes_27353.prefab,1,,,2023-5-4 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,387
27358,cynthiahat_27358,cynthiahat_des_27358,10,Femaleplayer,cynthiahat_27358,Prefab/Art/Character/cynthiahat_27358.prefab,1,,,2023-6-20 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,986
27359,cynthiadress_27359,cynthiahat_des_27358,11,Femaleplayer,cynthiadress_27359,Prefab/Art/Character/cynthiadress_27359.prefab,1,,,2023-6-20 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,786
27360,cynthiaskirt_27360,cynthiahat_des_27358,12,Femaleplayer,cynthiaskirt_27360,Prefab/Art/Character/cynthiaskirt_27360.prefab,1,,,2023-6-20 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,586
27361,cynthiashoes_27361,cynthiahat_des_27358,13,Femaleplayer,cynthiashoes_27361,Prefab/Art/Character/cynthiashoes_27361.prefab,1,,,2023-6-20 13:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,386
27362,cynthiahat_27362,cynthiahat_des_27362,10,Femaleplayer,cynthiahat_27362,Prefab/Art/Character/cynthiahat_27362.prefab,1,,,2023-6-25 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,985
27363,cynthiadress_27363,cynthiahat_des_27363,11,Femaleplayer,cynthiadress_27363,Prefab/Art/Character/cynthiadress_27363.prefab,1,,,2023-6-25 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,785
27364,cynthiaskirt_27364,cynthiahat_des_27364,12,Femaleplayer,cynthiaskirt_27364,Prefab/Art/Character/cynthiaskirt_27364.prefab,1,,,2023-6-25 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,585
27365,cynthiashoes_27365,cynthiahat_des_27365,13,Femaleplayer,cynthiashoes_27365,Prefab/Art/Character/cynthiashoes_27365.prefab,1,,,2023-6-25 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,385
27371,cynthiahat_27371,cynthiahat_desc_27371,10,Femaleplayer,cynthiahat_27371,Prefab/Art/Character/cynthiahat_27371.prefab,1,,,2023-7-5 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,982
27372,cynthiadress_27372,cynthiahat_desc_27371,11,Femaleplayer,cynthiadress_27372,Prefab/Art/Character/cynthiadress_27372.prefab,1,,,2023-7-5 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,782
27373,cynthiaskirt_27373,cynthiahat_desc_27371,12,Femaleplayer,cynthiaskirt_27373,Prefab/Art/Character/cynthiaskirt_27373.prefab,1,,,2023-7-5 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,582
27374,cynthiashoes_27374,cynthiahat_desc_27371,13,Femaleplayer,cynthiashoes_27374,Prefab/Art/Character/cynthiashoes_27374.prefab,1,,,2023-7-5 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,382
27375,cynthiahat_27375,cynthiahat__desc_27375,10,Femaleplayer,cynthiahat_27375,Prefab/Art/Character/cynthiahat_27375.prefab,1,,,2023-7-13 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,981
27376,cynthiadress_27376,cynthiahat__desc_27375,11,Femaleplayer,cynthiadress_27376,Prefab/Art/Character/cynthiadress_27376.prefab,1,,,2023-7-13 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,781
27377,cynthiaskirt_27377,cynthiahat__desc_27375,12,Femaleplayer,cynthiaskirt_27377,Prefab/Art/Character/cynthiaskirt_27377.prefab,1,,,2023-7-13 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,581
27378,cynthiashoes_27378,cynthiahat__desc_27375,13,Femaleplayer,cynthiashoes_27378,Prefab/Art/Character/cynthiashoes_27378.prefab,1,,,2023-7-13 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,381
27379,cynthiahat_27379,cynthiahat_desc_27379,10,Femaleplayer,cynthiahat_27379,Prefab/Art/Character/cynthiahat_27379.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,978
27380,cynthiadress_27380,cynthiahat_desc_27379,11,Femaleplayer,cynthiadress_27380,Prefab/Art/Character/cynthiadress_27380.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,778
27381,cynthiaskirt_27381,cynthiahat_desc_27379,12,Femaleplayer,cynthiaskirt_27381,Prefab/Art/Character/cynthiaskirt_27381.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,578
27382,cynthiashoes_27382,cynthiahat_desc_27379,13,Femaleplayer,cynthiashoes_27382,Prefab/Art/Character/cynthiashoes_27382.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,378
27383,cynthiaskirt_27383,cynthiaskirt_desc_27383,12,Femaleplayer,cynthiaskirt_27383,Prefab/Art/Character/cynthiaskirt_27383.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,577
27384,cynthiahat_27384,cynthiahat_desc_27384,10,Femaleplayer,cynthiahat_27384,Prefab/Art/Character/cynthiahat_27384.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,979
27385,cynthiadress_27385,cynthiahat_desc_27384,11,Femaleplayer,cynthiadress_27385,Prefab/Art/Character/cynthiadress_27385.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,779
27386,cynthiaskirt_27386,cynthiahat_desc_27384,12,Femaleplayer,cynthiaskirt_27386,Prefab/Art/Character/cynthiaskirt_27386.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,579
27387,cynthiashoes_27387,cynthiahat_desc_27384,13,Femaleplayer,cynthiashoes_27387,Prefab/Art/Character/cynthiashoes_27387.prefab,1,,,2023-7-29 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,379
27392,cynthiahat_27392,cynthiahat_des_27392,10,Femaleplayer,cynthiahat_27392,Prefab/Art/Character/cynthiahat_27392.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,975
27393,cynthiadress_27393,cynthiahat_des_27392,11,Femaleplayer,cynthiadress_27393,Prefab/Art/Character/cynthiadress_27393.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,775
27394,cynthiaskirt_27394,cynthiahat_des_27392,12,Femaleplayer,cynthiaskirt_27394,Prefab/Art/Character/cynthiaskirt_27394.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,575
27395,cynthiashoes_27395,cynthiahat_des_27392,13,Femaleplayer,cynthiashoes_27395,Prefab/Art/Character/cynthiashoes_27395.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,375
27396,cynthiahat_27396,cynthiahat_desc_27396,10,Femaleplayer,cynthiahat_27396,Prefab/Art/Character/cynthiahat_27396.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,976
27397,cynthiadress_27397,cynthiahat_desc_27396,11,Femaleplayer,cynthiadress_27397,Prefab/Art/Character/cynthiadress_27397.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,776
27398,cynthiaskirt_27398,cynthiahat_desc_27396,12,Femaleplayer,cynthiaskirt_27398,Prefab/Art/Character/cynthiaskirt_27398.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,576
27399,cynthiashoes_27399,cynthiahat_desc_27396,13,Femaleplayer,cynthiashoes_27399,Prefab/Art/Character/cynthiashoes_27399.prefab,1,,,2023-8-23 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,376
27400,cynthiahat_27400,cynthiahat_desc_27400,10,Femaleplayer,cynthiahat_27400,Prefab/Art/Character/cynthiahat_27400.prefab,1,,,2023-9-15 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,974
27401,cynthiadress_27401,cynthiadress_desc_27401,11,Femaleplayer,cynthiadress_27401,Prefab/Art/Character/cynthiadress_27401.prefab,1,,,2023-9-15 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,774
27402,cynthiaskirt_27402,cynthiaskirt_desc_27402,12,Femaleplayer,cynthiaskirt_27402,Prefab/Art/Character/cynthiaskirt_27402.prefab,1,,,2023-9-15 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,574
27403,cynthiashoes_27403,cynthiashoes_desc_27403,13,Femaleplayer,cynthiashoes_27403,Prefab/Art/Character/cynthiashoes_27403.prefab,1,,,2023-9-15 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,374
27404,cynthiahat_27404,cynthiahat_desc_27404,10,Femaleplayer,cynthiahat_27404,Prefab/Art/Character/cynthiahat_27404.prefab,1,,,2023-9-15 19:00:00,0,0,[],[],0,[],[],,100,0,[],[],,,,971
