id,name,icon,type,spine,sound,obstacleId,productItem,unlockLevel,unlockConsume,scene,extraProduction,maxProduction,workingAnimation,idleAnimation,whetherCloseUI,scale,factoryCenterId,partnerAttribute,fairytalePower,
16,PartnerFactory1,ui_make_bottom_icon_04,1,Cutter,sound_factory_stone_station,30001,"[[3001,9],[3003,12],[3002,13],[3042,13],[3015,16],[3031,16],[3035,17],[3041,19],[3052,21],[3053,27]]",17,[],,[],[],,,1,0.6,1002,[],[],
3,PartnerFactory4,ui_make_bottom_icon_03,1,Smelter,sound_factory_smelt_station,30002,"[[3009,10],[3010,12],[3020,12],[3061,12],[3021,13],[3062,13],[3063,14],[3011,16],[3012,18],[3022,18],[3027,27]]",10,[],,[],[],,,1,0.6,1003,[],[],
17,PartnerFactory4,ui_make_bottom_icon_03,1,Smelter,sound_factory_smelt_station,30002,"[[3009,10],[3010,12],[3020,12],[3061,12],[3021,13],[3062,13],[3063,14],[3011,16],[3012,18],[3022,18],[3027,27]]",15,[],,[],[],,,1,0.6,1003,[],[],
18,PartnerFactory4,ui_make_bottom_icon_03,1,Smelter,sound_factory_smelt_station,30002,"[[3009,10],[3010,12],[3020,12],[3061,12],[3021,13],[3062,13],[3063,14],[3011,16],[3012,18],[3022,18],[3027,27]]",10,"[1001,150]",,[],[],,,1,0.6,1003,[],[],
19,PartnerFactory4,ui_make_bottom_icon_03,1,Smelter,sound_factory_smelt_station,30002,"[[3009,10],[3010,12],[3020,12],[3061,12],[3021,13],[3062,13],[3063,14],[3011,16],[3012,18],[3022,18],[3027,27]]",19,[],,[],[],,,1,0.6,1003,[],[],
4,PartnerFactory2,ui_make_bottom_icon_02,1,Foodprocessor,sound_factory_food_station,30003,"[[3057,13],[3058,14],[3024,15],[3059,15],[3060,16],[3025,25]]",13,[],,[],[],,,1,0.6,1004,[],[],
20,PartnerFactory2,ui_make_bottom_icon_02,1,Foodprocessor,sound_factory_food_station,30003,"[[3057,13],[3058,14],[3024,15],[3059,15],[3060,16],[3025,25]]",17,[],,[],[],,,1,0.6,1004,[],[],
21,PartnerFactory2,ui_make_bottom_icon_02,1,Foodprocessor,sound_factory_food_station,30003,"[[3057,13],[3058,14],[3024,15],[3059,15],[3060,16],[3025,25]]",13,"[1001,150]",,[],[],,,1,0.6,1004,[],[],
22,PartnerFactory2,ui_make_bottom_icon_02,1,Foodprocessor,sound_factory_food_station,30003,"[[3057,13],[3058,14],[3024,15],[3059,15],[3060,16],[3025,25]]",21,[],,[],[],,,1,0.6,1004,[],[],
5,PartnerFactory6,ui_make_bottom_icon_05,1,Furnace,sound_factory_metal_station,30004,"[[3033,18],[3037,28],[3045,30],[3043,31],[3046,32],[3044,33],[3047,34],[3039,35],[3048,36],[3049,37]]",18,[],,[],[],,,1,0.6,1005,[],[],
23,PartnerFactory6,ui_make_bottom_icon_05,1,Furnace,sound_factory_metal_station,30004,"[[3033,18],[3037,28],[3045,30],[3043,31],[3046,32],[3044,33],[3047,34],[3039,35],[3048,36],[3049,37]]",22,[],,[],[],,,1,0.6,1005,[],[],
24,PartnerFactory6,ui_make_bottom_icon_05,1,Furnace,sound_factory_metal_station,30004,"[[3033,18],[3037,28],[3045,30],[3043,31],[3046,32],[3044,33],[3047,34],[3039,35],[3048,36],[3049,37]]",18,"[1001,150]",,[],[],,,1,0.6,1005,[],[],
25,PartnerFactory6,ui_make_bottom_icon_05,1,Furnace,sound_factory_metal_station,30004,"[[3033,18],[3037,28],[3045,30],[3043,31],[3046,32],[3044,33],[3047,34],[3039,35],[3048,36],[3049,37]]",27,[],,[],[],,,1,0.6,1005,[],[],
6,PartnerFactory5,ui_make_bottom_icon_06,1,Oven,sound_factory_bakery,30005,"[[3013,20],[3034,21],[3014,22],[3023,22],[3029,24],[3028,25],[3030,26],[3040,28],[3050,35],[3051,38]]",20,[],,[],[],,,1,0.6,1006,[],[],
26,PartnerFactory5,ui_make_bottom_icon_06,1,Oven,sound_factory_bakery,30005,"[[3013,20],[3034,21],[3014,22],[3023,22],[3029,24],[3028,25],[3030,26],[3040,28],[3050,35],[3051,38]]",24,[],,[],[],,,1,0.6,1006,[],[],
27,PartnerFactory5,ui_make_bottom_icon_06,1,Oven,sound_factory_bakery,30005,"[[3013,20],[3034,21],[3014,22],[3023,22],[3029,24],[3028,25],[3030,26],[3040,28],[3050,35],[3051,38]]",20,"[1001,150]",,[],[],,,1,0.6,1006,[],[],
28,PartnerFactory5,ui_make_bottom_icon_06,1,Oven,sound_factory_bakery,30005,"[[3013,20],[3034,21],[3014,22],[3023,22],[3029,24],[3028,25],[3030,26],[3040,28],[3050,35],[3051,38]]",29,[],,[],[],,,1,0.6,1006,[],[],
48,ui_event6_SeaCarnival_mainfactory,,2,,,1050,"[[4432,1],[4433,1],[4434,1]]",1,[],2206SeaCarnival,"[[[38005,5]],[[38005,5]],[[38005,5]]]","[21,34,17]",working,repaired,0,0.5,,[],[],
49,ui_event6_SeaCarnival_beverage,,2,,,1051,"[[4430,1],[4431,1]]",1,[],2206SeaCarnival,"[[[1003,30]],[[38005,5]]]","[10,28]",working,repaired,0,0.5,,[],[],
50,ui_event6_SeaCarnival_clothes,,2,,,1053,"[[27304,1],[27305,1],[27306,1],[27307,1]]",1,[],2206SeaCarnival,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
51,ui_event6_SeaCarnival_snacks,,2,,,1054,"[[4435,1],[4436,1],[4437,1]]",1,[],2206SeaCarnival,"[[[38005,5]],[[38005,20]],[[38005,5]]]","[22,-1,1]",working,repaired,0,0.5,,"[4,50]","[[4436,18]]",
82,UI_DragonParadise_Factory_type1,ui_make_bottom_icon_101,1,BuildingMaterialsFactory,sound_factory_production_base,30013,"[[70001,1],[70002,1],[70003,1],[70004,1],[70006,1],[70007,1]]",9,[],,[],"[-1,-1,-1,-1,-1,-1]",,,0,0.6,,[],[],
100,ui_map1_pot,,2,,,1,"[[4103,1]]",1,[],,[],[2],working,repaired,1,0.5,,[],[],
101,ui_map2_pot,,2,,,34,"[[4112,1]]",1,[],,[],[1],working,repaired,1,0.5,,[],[],
102,ui_map3_pot,,2,,,79,"[[4133,1]]",1,[],,[],[1],working,repaired,1,0.5,,[],[],
103,ui_map5_oven,,2,,,315,"[[4157,1],[4156,1]]",1,[],,"[[[1002,25]],[[4156,1]]]",[],work,repaired,1,0.5,,[],[],
104,ui_map6_pot,,2,,,157,"[[4175,1]]",1,[],,[],[],working,repaired,1,0.5,,[],[],
105,ui_map8_boiler,,2,,,247,"[[4197,1]]",1,[],,[],[],repaired2,ruined2,1,0.5,,[],[],
106,ui_map10_workshop,,2,,,343,"[[4223,1]]",1,[],,[],[],,,1,0.5,,[],[],
107,ui_map12_pot,,2,,,415,"[[4265,1]]",1,[],,[],[],working,repaired,1,0.5,,[],[],
108,ui_map14_pot,,2,,,490,"[[4303,1],[4304,1]]",1,[],,[],[],working,repaired,1,0.5,,[],[],
109,ui_map16_factory,,2,,,558,"[[4517,1]]",1,[],,[],[],work,repaired,1,0.5,,[],[],
110,ui_partner105001_pot,,2,,,10187,"[[12022,1]]",1,[],,[],[1],working,repaired,1,0.5,,[],[],
134,ui_event3_advisland_workdeck,,2,,,301000,"[[6000,1],[6001,1]]",1,[],,"[[[38000,5]],[[38000,20]]]",[],,,0,0.5,,[],[],
147,UI_factory_12,ui_make_bottom_icon_12,1,Sweet,sound_factory_furniture_shop,30011,"[[3057,99],[3058,99],[3059,99],[3060,99]]",99,[],,[],[],,,1,0.6,,[],[],
148,UI_factory_13,ui_make_bottom_icon_11,1,inner_home_fittings_SkeletonData,sound_factory_jewelry_shop,30012,"[[3061,13],[3062,14],[3063,15],[3064,16]]",13,[],,[],[],,,1,0.6,,[],[],
167,ui_event11_dresstable,,2,,,2102,"[[27334,1],[27335,1],[27336,1],[27337,1]]",1,[],2303Loverway,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
168,ui_event13_workhouse,,2,,,2164,"[[4792,1],[4795,1],[4794,1]]",1,[],2303Loverway,"[[[38012,5]],[[38012,5]],[[38012,5]]]","[14,16,4]",working,repaired,0,0.5,,[],[],
169,ui_event13_chocolate,,2,,,2120,"[[4808,1],[4809,1],[4810,1]]",1,[],2303Loverway,"[[[38012,5]],[[38012,5]],[[38012,20]]]","[1,4,-1]",work,repaired,0,0.5,,[],[],
170,ui_event12_ticketing,,2,,,1950,"[[4758,1],[4759,1],[4760,1]]",1,[],2301DragonZoo,"[[[38011,5]],[[38011,5]],[[38011,5]]]","[12,13,9]",working,repaired,0,0.5,,[],[],
171,ui_event12_photostudio,,2,,,1954,"[[4761,1],[4762,1]]",1,[],2301DragonZoo,"[[[38011,5]],[[38011,5]]]","[18,12]",working,repaired,0,0.5,,[],[],
172,ui_event12_shop,,2,,,1956,"[[27331,1],[27332,1],[27333,1]]",1,[],2301DragonZoo,"[[[38011,5]],[[38011,5]],[[38011,5]]]","[1,1,1]",working,repaired,0,0.5,,[],[],
173,ui_event12_workhouse,,2,,,1960,"[[4763,1],[4765,1]]",1,[],2301DragonZoo,"[[[38011,5]],[[38011,5]]]","[1,4]",working,repaired,0,0.5,,[],[],
174,ui_event12_potionmachine,,2,,,1968,"[[4767,1]]",1,[],2301DragonZoo,"[[[38011,20]]]",[],working,repaired,0,0.5,,[],[],
179,ui_event15_rabbitmachine,,2,,,2591,"[[4968,1]]",1,[],2305FactoryCity,"[[[38015,5]]]",[11],work,repaired,0,0.5,,[],[],
180,ui_event15_Garmenttable,,2,,,2570,"[[27342,1],[27345,1]]",1,[],2305FactoryCity,"[[[38015,5]],[[38015,5]]]","[1,1]",,,0,0.5,,[],[],
181,ui_event15_Clothingstore,,2,,,2619,"[[27343,1],[27344,1]]",1,[],2305FactoryCity,"[[[38015,5]],[[38015,5]]]","[1,1]",,,0,0.5,,[],[],
182,ui_event15_ToolShop,,2,,,2634,"[[4969,1],[4970,1]]",1,[],2305FactoryCity,"[[[38015,5]],[[38015,5]]]","[1,2]",,,0,0.5,,[],[],
183,ui_event15_Drinkshop,,2,,,2625,"[[4972,1],[4973,1]]",1,[],2305FactoryCity,"[[[1003,50]],[[38015,5]]]","[6,1]",,,0,0.5,,[],[],
184,ui_event15_Factory,,2,,,2573,"[[4965,1],[4966,1],[4967,1]]",1,[],2305FactoryCity,"[[[38015,5]],[[38015,5]],[[38015,5]]]","[4,12,1]",work,repaired,0,0.5,,[],[],
175,ui_event16_courtshop,,2,,,2829,"[[90013,1],[90014,1],[90015,1]]",1,[],2306FunSportsDay,"[[[38016,5]],[[38016,5]],[[38016,5]]]","[47,17,47]",working,repaired,0,0.5,,[],[],
176,ui_event16_dressingroom,,2,,,2830,"[[27346,1],[27347,1],[27348,1],[27349,1]]",1,[],2306FunSportsDay,"[[[38016,5]],[[38016,5]],[[38016,5]],[[38016,5]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
177,ui_event16_equipmentroom,,2,,,2831,"[[90016,1],[90017,1],[90018,1],[90019,1]]",1,[],2306FunSportsDay,"[[[38016,5]],[[38016,5]],[[38016,20]],[[38016,5]]]","[3,6,-1,16]",working,repaired,0,0.5,,[],[],
178,ui_event16_prestigeroom,,2,,,2832,"[[27354,1],[27355,1],[27356,1],[27357,1]]",1,[],2306FunSportsDay,"[[[38016,200]],[[38016,300]],[[38016,300]],[[38016,200]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
185,ui_event17_clothingtable,,2,,,3001,"[[27358,1],[27359,1],[27360,1],[27361,1]]",1,[],2307CardKingdom,"[[[38017,5]],[[38017,5]],[[38017,5]],[[38017,5]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
186,ui_event17_factory,,2,,,3002,"[[90082,1],[90083,1]]",1,[],2307CardKingdom,"[[[38017,5]],[[38017,5]]]","[20,15]",working,repaired,0,0.5,,[],[],
187,ui_event17_cardfactory1,,2,,,3003,"[[90084,1]]",1,[],2307CardKingdom,"[[[38017,5]]]",[4],working,repaired,0,0.5,,[],[],
188,ui_event17_cardfactory2,,2,,,3004,"[[90087,1],[90088,1]]",1,[],2307CardKingdom,"[[[38017,5]],[[38017,5]]]","[27,-1]",working,repaired,0,0.5,,"[2,50]","[[90088,18]]",
189,ui_event17_magicfurnace,,2,,,3005,"[[90089,1]]",1,[],2307CardKingdom,"[[[38017,5]]]",[10],working,repaired,0,0.5,,[],[],
190,ui_event17_cardfactory3,,2,,,3133,"[[90085,1],[90086,1]]",1,[],2307CardKingdom,"[[[38017,5]],[[38017,5]]]","[8,36]",working,repaired,0,0.5,,[],[],
114,ui_event18_SakuraManor_dresstable,,2,,,3140,"[[27362,1],[27363,1],[27364,1],[27365,1]]",1,[],2308MagicBox,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
115,ui_event18_equipmentroom,,2,,,3141,"[[90142,1],[90143,1],[90144,1]]",1,[],2308MagicBox,[],[],working,repaired,0,0.5,,[],[],
191,ui_event20_changingroom,,2,,,3508,"[[27371,1],[27372,1],[27373,1],[27374,1]]",1,[],2310CubeWaterWorld,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
192,ui_event20_cubefactory,,2,,,3525,"[[90325,1]]",1,[],2310CubeWaterWorld,"[[[38020,5]]]",[2],work,repaired,0,0.5,,[],[],
193,ui_event20_cubefactory,,2,,,3526,"[[90326,1],[90327,1]]",1,[],2310CubeWaterWorld,"[[[38020,5]],[[38020,5]]]","[3,6]",work,repaired,0,0.5,,[],[],
194,ui_event20_cubefactory,,2,,,3527,"[[90328,1]]",1,[],2310CubeWaterWorld,"[[[38020,5]]]",[6],work,repaired,0,0.5,,[],[],
195,ui_event20_cubefactory,,2,,,3528,"[[90329,1],[90330,1]]",1,[],2310CubeWaterWorld,"[[[38020,5]],[[38020,5]]]","[2,5]",work,repaired,0,0.5,,[],[],
196,ui_event20_cubefactory,,2,,,3529,"[[90331,1],[90332,1]]",1,[],2310CubeWaterWorld,"[[[38020,5]],[[38020,5]]]","[2,12]",work,repaired,0,0.5,,[],[],
197,ui_event21_clothingtable,,2,,,3640,"[[27375,1],[27376,1],[27377,1],[27378,1]]",1,[],2311FruitTown,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
198,ui_event21_suncoinfactory,,2,,,3641,"[[90276,1],[90277,1],[90278,1]]",1,[],2311FruitTown,"[[[38021,120]],[[38021,190]],[[38021,375]]]",[],working,repaired,0,0.5,,[],[],
199,ui_event9_oven,,2,,,1519,"[[4587,1],[4599,1]]",1,[],2209GhostMansion,"[[[38008,5]],[[38008,5]]]","[8,3]",working,repaired,0,0.5,,[],[],
200,ui_event9_ghostworkshop,,2,,,1526,"[[93011,1],[4602,1],[4601,1]]",1,[],2209GhostMansion,"[[[38008,5]],[[38008,5]],[[38008,5]]]","[3,5,6]",working,ruined,0,0.5,,[],[],
201,ui_event9_magicpot,,2,,,1542,"[[4604,1],[4610,1]]",1,[],2209GhostMansion,"[[[38008,5]],[[38008,20]]]","[3,-1]",working,repaired,0,0.5,,"[2,50]","[[4610,17]]",
202,ui_event9_candypot,,2,,,1525,"[[4589,1],[4613,1]]",1,[],2209GhostMansion,"[[[38008,5]],[[38008,15]]]","[56,19]",working,repaired,0,0.5,,"[1,50]","[[4589,18]]",
133,ui_event22_changeroom,,2,,,3904,"[[27384,1],[27385,1],[27386,1],[27387,1]]",1,[],2312HeartbeatJourney,[],"[1,1,1,1]",,repaired,0,0.5,,[],[],
138,ui_event22_warehouse,,2,,,3905,"[[90421,1],[90420,1],[90422,1]]",1,[],2312HeartbeatJourney,"[[[38022,5]],[[38022,5]],[[38022,5]]]","[1,7,3]",working,repaired,0,0.5,,[],[],
135,ui_event22_processingfactory01,,2,,,3906,"[[90423,1],[90435,6]]",1,[],2312HeartbeatJourney,"[[[38022,5]],[[38022,20]]]","[5,-1]",working,repaired,0,0.5,,[],[],
136,ui_event22_well,,2,,,3907,"[[90424,1]]",1,[],2312HeartbeatJourney,"[[[38022,5]]]",[4],working,repaired,0,0.5,,[],[],
137,ui_event22_processingfactory02,,2,,,3908,"[[90425,1],[90426,1],[90427,1]]",1,[],2312HeartbeatJourney,"[[[38022,5]],[[38022,5]],[[38022,5]]]","[3,6,1]",work,repaired,0,0.5,,[],[],
139,ui_event26_circusworkshop,,2,,,4020,"[[90478,1],[90481,1]]",1,[],2316DragonCircus,"[[[38024,5]],[[38024,5]]]","[5,24]",working,repaired,0,0.5,,[],[],
140,ui_event26_feedprocessing,,2,,,4021,"[[90482,1],[90483,1]]",1,[],2316DragonCircus,"[[[38024,5]],[[38024,20]]]","[6,-1]",working,repaired,0,0.5,,[],[],
141,ui_event26_dresstable,,2,,,4022,"[[27392,1],[27393,1],[27394,1],[27395,1]]",1,[],2316DragonCircus,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
142,ui_event26_gemstonerefineries,,2,,,4023,"[[90484,1],[90485,1],[90486,1],[90487,1]]",1,[],2316DragonCircus,"[[[38024,5]],[[38024,5]],[[38024,5]],[[38024,5]]]","[1,1,1,1]",repaired2,repaired1,0,0.5,,[],[],
128,ui_event23_drinkhouse,,2,,,3766,"[[90376,1],[90380,1],[90394,1],[27383,1]]",1,[],2313MermaidCity,"[[[38023,5]],[[38023,5]],[[38023,15]],[[38023,300]]]","[1,47,16,1]",working,repaired,0,0.5,,[],[],
129,ui_event23_MagicPot,,2,,,3767,"[[90379,1],[90377,1]]",1,[],2313MermaidCity,"[[[38023,5]],[[38023,5]]]","[5,3]",working,repaired,0,0.5,,[],[],
130,ui_event23_Weaving,,2,,,3768,"[[27379,1],[27380,1],[27381,1],[27382,1]]",1,[],2313MermaidCity,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
131,ui_event23_processingplant,,2,,,3769,"[[90382,1],[90391,1],[90389,1],[90393,1],[90381,1]]",1,[],2313MermaidCity,"[[[38023,5]],[[38023,15]],[[38023,5]],[[38023,15]],[[38023,5]]]","[35,12,38,13,1]",working,repaired,0,0.5,,[],[],
132,ui_event23_snacks,,2,,,3770,"[[90384,1],[90392,1],[90383,1],[90385,1]]",1,[],2313MermaidCity,"[[[38023,5]],[[38023,15]],[[38023,5]],[[38023,20]]]","[39,13,3,-1]",working,repaired,0,0.5,,"[2,50]","[[90385,22]]",
143,ui_event25_sewingmachine,,2,,,4631,"[[27396,1],[27397,1],[27398,1],[27399,1]]",1,[],2315ColorfulLand,[],"[1,1,1,1]",working,repaired,0,0.5,,[],[],
144,ui_event25_drawingtable,,2,,,4626,"[[90627,1]]",1,[],2315ColorfulLand,"[[[38025,5]]]",[12],work,ruined,0,0.5,,[],[],
145,ui_event25_drawingtable,,2,,,4627,"[[90628,1]]",1,[],2315ColorfulLand,"[[[38025,5]],[[38025,5]]]",[2],work,ruined,0,0.5,,[],[],
146,ui_event25_tooltable,,2,,,4628,"[[90626,1]]",1,[],2315ColorfulLand,"[[[38025,5]]]",[1],work,ruined,0,0.5,,[],[],
149,ui_event25_tooltable,,2,,,4629,"[[90629,1],[90630,1]]",1,[],2315ColorfulLand,"[[[38025,5]],[[38025,5]]]","[4,11]",work,ruined,0,0.5,,[],[],
151,mission17_factory_pot,,2,,,607,"[[4521,1]]",1,[],,[],[3],work,ruined,0,0.5,,[],[],
152,ui_event2325_changingroom,,2,,,30250,"[[92005,1]]",1,[],2325RacingCompetition,[],[4],working,repaired,0,0.5,,[],[],
153,ui_event2325_coinfactory,,2,,,30251,"[[2000029,1],[2000030,1],[2000031,1]]",1,[],2325RacingCompetition,[],[],working,repaired,0,0.5,,"[3,50]","[[2000030,9]]",
157,ui_event28_dragon_changingroom,,2,,,4152,"[[27408,1],[27409,1],[27410,1],[27411,1]]",1,[],2318MusicCampus,"[[[38027,5]],[[38027,5]],[[38027,5]],[[38027,5]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
158,ui_event28_dragon_premiumchangingroom,,2,,,4153,"[[27412,1],[27413,1],[27414,1],[27415,1]]",1,[],2318MusicCampus,"[[[38027,200]],[[38027,300]],[[38027,300]],[[38027,200]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
159,ui_event28_dragon_premiumexchangecounter,,2,,,4154,"[[90551,1],[90540,1],[26001,1],[24028,1]]",1,[],2318MusicCampus,"[[[38027,5]],[[38027,5]],[[38027,300]],[[38027,300]]]","[55,-1,1,1]",work,ruined,0,0.5,,[],[],
160,ui_event28_dragon_controlroom,,2,,,4155,"[[90543,1],[90564,1],[90544,1],[90545,1]]",1,[],2318MusicCampus,"[[[38027,5]],[[38027,15]],[[38027,5]],[[38027,5]]]","[-1,-1,39,30]",working,repaired,0,0.5,,[],[],
161,ui_event28_dragon_managementcenter,,2,,,4156,"[[90547,1],[90548,1],[90549,1],[90550,1]]",1,[],2318MusicCampus,"[[[38027,5]],[[38027,20]],[[38027,30]],[[38027,50]]]","[28,-1,-1,-1]",working,repaired,0,0.5,,[],[],
162,ui_event28_dragon_equipmentroom,,2,,,4157,"[[90552,1],[90553,1],[90565,1],[90554,1]]",1,[],2318MusicCampus,"[[[38027,5]],[[38027,5]],[[38027,15]],[[38027,5]]]","[1,-1,-1,10,]",working,repaired,0,0.5,,[],[],
163,ui_event134_factory1,,2,,,30374,"[[2000056,1]]",1,[],134EventFairyLake,[],[1],working,repaired,0,0.5,,[],[],
164,ui_event134_factory2,,2,,,30366,"[[2000057,1]]",1,[],134EventFairyLake,[],[2],work,repaired2,0,0.5,,[],[],
165,ui_event2319_changingroom,,2,,,4270,"[[27404,1],[27405,1],[27406,1],[27407,1]]",1,[],2319MagicalKitchen,"[[[38028,5]],[[38028,5]],[[38028,5]],[[38028,5]]]","[1,1,1,1]",,repaired,0,0.5,,[],[],
166,ui_event2319_icefactory,,2,,,4271,"[[90771,1],[90788,1],[90772,1],[90773,1]]",1,[],2319MagicalKitchen,"[[[38028,5]],[[38028,15]],[[38028,5]],[[38028,5]]]","[-1,-1,31,45]",,repaired,0,0.5,,[],[],
203,ui_event2319_sweetfactory,,2,,,4272,"[[90774,1],[90775,1],[90776,1],[90777,1]]",1,[],2319MagicalKitchen,"[[[38028,5]],[[38028,5]],[[38028,5]],[[38028,5]]]","[20,1,2,2]",working,repaired2,0,0.5,,[],[],
204,ui_event2319_fishfactory,,2,,,4273,"[[90778,1],[90786,1]]",1,[],2319MagicalKitchen,"[[[38028,5]],[[38028,15]]]","[-1,-1]",working,repaired,0,0.5,,[],[],
205,ui_event2319_cleanfactory,,2,,,4274,"[[90779,1],[90787,1],[90785,1]]",1,[],2319MagicalKitchen,"[[[38028,5]],[[38028,15]],[[38028,20]]]","[-1,-1,-1]",work,repaired,0,0.5,,"[2,50]","[[90785,22]]",
206,ui_event2317_clothes,,2,,,4710,"[[27400,1],[27401,1],[27402,1],[27403,1]]",1,[],2317Wineestate,[],"[1,1,1,1]",repaired,repaired,0,0.5,,[],[],
207,ui_event2317_winecoin,,2,,,4714,"[[90733,1],[90734,1],[90735,1]]",1,[],2317Wineestate,[],[],working,repaired,0,0.5,,"[2,50]","[[90734,10]]",
210,ui_event33_factory1,,2,,,30549,"[[2000076,1],[2000083,1]]",1,[],2323TurkeyLegendB,[],"[100,20]",work,repaired,0,0.5,,[],[],
211,ui_event33_factory2,,2,,,30550,"[[2000077,1],[2000084,1]]",1,[],2323TurkeyLegendB,[],"[78,16]",,repaired3,0,0.5,,[],[],
212,ui_event33_pointsfactory,,2,,,30548,"[[2000078,1],[2000079,1]]",1,[],2323TurkeyLegendB,[],[],working,repaired,0,0.5,,"[1,50]","[[2000078,20]]",
220,ui_event2321_clothes,,2,,,30800,"[[27416,1],[27417,1],[27418,1],[27419,1]]",1,[],2321Weirdonight,"[[[38030,5]],[[38030,5]],[[38030,5]],[[38030,5]]]","[1,1,1,1]",working,repaired,0,0.5,,[],[],
221,ui_event2321_lingjian1,,2,,,30801,"[[90929,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[2],work,repaired,0,0.5,,[],[],
222,ui_event2321_lingjian2,,2,,,30802,"[[90930,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[4],work,repaired,0,0.5,,[],[],
223,ui_event2321_lingjian3,,2,,,30803,"[[90931,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[4],work,repaired,0,0.5,,[],[],
224,ui_event2321_mucai1,,2,,,30804,"[[90927,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[4],work,repaired,0,0.5,,[],[],
225,ui_event2321_mucai2,,2,,,30805,"[[90928,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[8],work,repaired,0,0.5,,[],[],
226,ui_event2321_jingti,,2,,,30806,"[[90932,1]]",1,[],2321Weirdonight,"[[[38030,5]]]",[5],repaired,repaired,0,0.5,,[],[],
230,ui_event2320_workbench,,2,,,30136,"[[27420,1],[27421,1],[27422,1],[27423,1]]",1,[],2320StarPark,"[[[38029,5]],[[38029,5]],[[38029,5]],[[38029,5]]]","[1,1,1,1]",working,repaired,0,1,,[],[],
