id,type,user,getWay,time,quality,attribute,dragonEnergyLimit,skill,canProduct,productNeedItem,needEquipQuelity,awardWeight,successRate,increaseSuccessRate,reimburse,sell,taskDrawingGetWay,drawingID,
27392,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27393,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27394,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27395,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27396,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27397,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27398,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27399,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27400,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27401,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27402,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27403,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27404,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27405,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27406,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27407,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27408,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27409,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27410,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27411,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27412,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27413,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27414,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27415,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27416,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27417,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27418,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27419,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27420,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27421,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27422,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27423,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27424,10,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27425,11,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27426,12,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27427,13,Femaleplayer,1,,0,0,[],[],0,[],[],,100,0,[],[],,,
27604,4,-1,1,,4,0,"[25,35]","[300,200]",1,"[[2201,400],[2202,400],[27519,2]]",[],,30,20,"[[1002,1000]]","[1002,300]",,36604,
27751,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",,40,30,"[[1002,300]]","[1002,100]",,36751,
27752,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",,40,30,"[[1002,300]]","[1002,100]",,36752,
27755,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",,40,30,"[[1002,300]]","[1002,100]",,36755,
27758,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",,40,30,"[[1002,300]]","[1002,100]",,36758,
91001,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,30,"[[1002,300]]","[1002,50]",,1001001,
91002,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,"[[1002,50]]","[1002,50]",,1001002,
91003,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001003,
91004,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001004,
91005,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001005,
91006,4,-1,-1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001006,
91007,4,-1,-1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001007,
91008,4,-1,-1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001008,
91009,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001009,
91010,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001010,
91011,4,-1,1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001011,
91012,4,-1,-1,,1,0,"[1,3]",[],1,,[],,100,0,[],"[1002,50]",,1001012,
92001,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",1000,40,30,"[[1002,300]]","[1002,100]",,1002001,
92002,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",1000,40,30,"[[1002,300]]","[1002,100]",,1002002,
92003,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",1000,40,30,"[[1002,300]]","[1002,100]",,1002003,
92004,4,-1,1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002004,
92005,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002005,
92006,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002006,
92007,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002007,
92008,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",0,40,30,"[[1002,300]]","[1002,100]",,1002008,
92009,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",0,40,30,"[[1002,300]]","[1002,100]",,1002009,
92010,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002010,
92011,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002011,
92012,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002012,
92013,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002013,
92014,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002014,
92015,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002015,
92016,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002016,
92017,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002017,
92018,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002018,
92019,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002019,
92020,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002020,
92021,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002021,
92022,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002022,
92023,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002023,
92024,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
92025,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
92026,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
92027,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
92028,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
92029,4,-1,-1,,2,0,"[4,8]",[],1,,"[1,5]",100,40,30,"[[1002,300]]","[1002,100]",,1002024,
93001,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",1000,30,0,[],"[1002,200]",,1003001,
93002,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",1000,30,0,[],"[1002,200]",,1003002,
93003,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003003,
93004,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003004,
93005,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003005,
93006,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003006,
93007,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003007,
93008,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",0,30,0,[],"[1002,200]",,1003008,
93009,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",0,30,0,[],"[1002,200]",,1003009,
93010,4,-1,-1,,3,0,"[10,20]",[],1,,"[2,3]",100,30,0,[],"[1002,200]",,1003010,
93011,4,-1,1,,3,0,"[10,20]",[],1,,"[2,3]",0,30,0,[],"[1002,200]",,1003011,
94001,4,-1,1,,4,0,"[25,35]","[300,200]",1,,"[3,3]",1000,30,20,"[[1002,1000]]","[1002,300]",,1004001,
94002,4,-1,-1,,4,0,"[25,35]","[300,200]",1,,"[3,3]",500,30,20,"[[1002,1000]]","[1002,300]",,1004002,
94003,4,-1,-1,,4,0,"[25,35]","[300,200]",1,,"[3,3]",0,30,20,"[[1002,1000]]","[1002,300]",,1004003,
94004,4,-1,-1,,4,0,"[25,35]","[300,200]",1,,"[3,3]",0,30,20,"[[1002,1000]]","[1002,300]",,1004004,
