id,name,type,activeLevel,coldtime,dailyLimit,userID,ifActive,reward,VIPLimit,param,
79,AdsClock,8,5,300,0,9,0,"[[1003,10],[1003,15],[1003,20]]",0,"[5,60,300]",
81,AdsRepeatBrushBox,10,5,300,5,1,1,[],0,[],
82,AdsRepeatBrushBox,10,5,300,5,2,1,[],0,[],
83,AdsRepeatBrushBox,10,5,300,5,3,1,[],0,[],
84,AdsRepeatBrushBox,10,5,300,10,4,1,[],0,[],
85,AdsRepeatBrushBox,10,5,300,0,5,0,[],0,[],
86,AdsRepeatBrushBox,10,5,300,0,6,0,[],0,[],
87,AdsRepeatBrushBox,10,5,300,0,7,0,[],0,[],
88,AdsRepeatBrushBox,10,5,300,0,8,0,[],0,[],
89,AdsRepeatBrushBox,10,5,300,0,9,0,[],0,[],
91,AdsDragonEnergySpeedUp,11,5,180,10,1,1,[],0,[1800],
92,AdsDragonEnergySpeedUp,11,5,180,10,2,1,[],0,[1800],
93,AdsDragonEnergySpeedUp,11,5,180,0,3,0,[],0,[1800],
94,AdsDragonEnergySpeedUp,11,5,180,20,4,1,[],0,[1800],
95,AdsDragonEnergySpeedUp,11,5,180,10,5,1,[],0,[1800],
96,AdsDragonEnergySpeedUp,11,5,180,0,6,0,[],0,[1800],
97,AdsDragonEnergySpeedUp,11,5,180,0,7,0,[],0,[1800],
98,AdsDragonEnergySpeedUp,11,5,180,0,8,0,[],0,[1800],
99,AdsDragonEnergySpeedUp,11,5,180,0,9,0,[],0,[1800],
101,AdsOrderDoubleReward,12,5,600,5,1,1,[],0,[],
102,AdsOrderDoubleReward,12,5,600,5,2,1,[],0,[],
103,AdsOrderDoubleReward,12,5,600,0,3,0,[],0,[],
104,AdsOrderDoubleReward,12,5,600,10,4,1,[],0,[],
105,AdsOrderDoubleReward,12,5,600,5,5,1,[],0,[],
106,AdsOrderDoubleReward,12,5,600,0,6,0,[],0,[],
107,AdsOrderDoubleReward,12,5,600,0,7,0,[],0,[],
108,AdsOrderDoubleReward,12,5,600,0,8,0,[],0,[],
109,AdsOrderDoubleReward,12,5,600,0,9,0,[],0,[],
111,AdsGoldOrderSpeedUp,13,5,180,10,1,1,[],0,[1800],
112,AdsGoldOrderSpeedUp,13,5,180,10,2,1,[],0,[1800],
113,AdsGoldOrderSpeedUp,13,5,180,0,3,0,[],0,[1800],
114,AdsGoldOrderSpeedUp,13,5,180,20,4,1,[],0,[1800],
115,AdsGoldOrderSpeedUp,13,5,180,10,5,1,[],0,[1800],
116,AdsGoldOrderSpeedUp,13,5,180,0,6,0,[],0,[1800],
117,AdsGoldOrderSpeedUp,13,5,180,0,7,0,[],0,[1800],
118,AdsGoldOrderSpeedUp,13,5,180,0,8,0,[],0,[1800],
119,AdsGoldOrderSpeedUp,13,5,180,0,9,0,[],0,[1800],
121,CommissionSpeedUp,14,5,300,5,1,1,[],0,[600],
122,CommissionSpeedUp,14,5,300,5,2,1,[],0,[600],
123,CommissionSpeedUp,14,5,300,5,3,1,[],0,[600],
124,CommissionSpeedUp,14,5,300,5,4,1,[],0,[600],
125,CommissionSpeedUp,14,5,300,5,5,1,[],0,[600],
126,CommissionSpeedUp,14,5,300,5,6,1,[],0,[600],
127,CommissionSpeedUp,14,5,300,5,7,1,[],0,[600],
128,CommissionSpeedUp,14,5,300,5,8,1,[],0,[600],
129,CommissionSpeedUp,14,5,300,5,9,1,[],0,[600],
131,FreeCoin,15,5,300,5,1,1,"[[1002,200]]",0,[],
132,FreeCoin,15,5,300,5,2,1,"[[1002,200]]",0,[],
133,FreeCoin,15,5,300,3,3,1,"[[1002,200]]",0,[],
134,FreeCoin,15,5,300,5,4,1,"[[1002,200]]",0,[],
135,FreeCoin,15,5,300,5,5,1,"[[1002,200]]",0,[],
136,FreeCoin,15,5,300,0,6,0,"[[1002,200]]",0,[],
137,FreeCoin,15,5,300,0,7,0,"[[1002,200]]",0,[],
138,FreeCoin,15,5,300,0,8,0,"[[1002,200]]",0,[],
139,FreeCoin,15,5,300,0,9,0,"[[1002,200]]",0,[],
141,HungupAds,16,5,500,5,1,1,[],0,[1800],
142,HungupAds,16,5,500,5,2,1,[],0,[1800],
143,HungupAds,16,5,500,5,3,1,[],0,[1800],
144,HungupAds,16,5,500,5,4,1,[],0,[1800],
145,HungupAds,16,5,500,5,5,1,[],0,[1800],
146,HungupAds,16,5,500,0,6,0,[],0,[1800],
147,HungupAds,16,5,500,0,7,0,[],0,[1800],
148,HungupAds,16,5,500,0,8,0,[],0,[1800],
149,HungupAds,16,5,500,0,9,0,[],0,[1800],
34001,AdsthreeClearrevive,25,5,180,10,1,1,[],0,[],
34002,AdsthreeClearrevive,25,5,180,10,2,1,[],0,[],
34003,AdsthreeClearrevive,25,5,180,1,3,1,[],0,[],
34004,AdsthreeClearrevive,25,5,180,20,4,1,[],0,[],
34005,AdsthreeClearrevive,25,5,180,10,5,1,[],0,[],
34006,AdsthreeClearrevive,25,5,180,1,6,1,[],0,[],
34007,AdsthreeClearrevive,25,5,180,1,7,1,[],0,[],
34008,AdsthreeClearrevive,25,5,180,1,8,1,[],0,[],
34009,AdsthreeClearrevive,25,5,180,0,9,1,[],0,[],
35001,AdsthreeClearRetrofit,26,5,180,5,1,1,"[[6402,1]]",0,[],
35002,AdsthreeClearRetrofit,26,5,180,5,2,1,"[[6402,1]]",0,[],
35003,AdsthreeClearRetrofit,26,5,180,1,3,1,"[[6402,1]]",0,[],
35004,AdsthreeClearRetrofit,26,5,180,10,4,1,"[[6402,1]]",0,[],
35005,AdsthreeClearRetrofit,26,5,180,5,5,1,"[[6402,1]]",0,[],
35006,AdsthreeClearRetrofit,26,5,180,1,6,1,"[[6402,1]]",0,[],
35007,AdsthreeClearRetrofit,26,5,180,1,7,1,"[[6402,1]]",0,[],
35008,AdsthreeClearRetrofit,26,5,180,1,8,1,"[[6402,1]]",0,[],
35009,AdsthreeClearRetrofit,26,5,180,0,9,1,"[[6402,1]]",0,[],
36001,AdsthreeClearheart,27,5,180,5,1,1,"[[6403,1]]",0,[],
36002,AdsthreeClearheart,27,5,180,5,2,1,"[[6403,1]]",0,[],
36003,AdsthreeClearheart,27,5,180,1,3,1,"[[6403,1]]",0,[],
36004,AdsthreeClearheart,27,5,180,20,4,1,"[[6403,1]]",0,[],
36005,AdsthreeClearheart,27,5,180,5,5,1,"[[6403,1]]",0,[],
36006,AdsthreeClearheart,27,5,180,1,6,1,"[[6403,1]]",0,[],
36007,AdsthreeClearheart,27,5,180,1,7,1,"[[6403,1]]",0,[],
36008,AdsthreeClearheart,27,5,180,1,8,1,"[[6403,1]]",0,[],
36009,AdsthreeClearheart,27,5,180,0,9,1,"[[6403,1]]",0,[],
37001,AdsthreeClearDouble,28,5,180,10,1,1,[],0,[],
37002,AdsthreeClearDouble,28,5,180,10,2,1,[],0,[],
37003,AdsthreeClearDouble,28,5,180,1,3,1,[],0,[],
37004,AdsthreeClearDouble,28,5,180,20,4,1,[],0,[],
37005,AdsthreeClearDouble,28,5,180,10,5,1,[],0,[],
37006,AdsthreeClearDouble,28,5,180,1,6,1,[],0,[],
37007,AdsthreeClearDouble,28,5,180,1,7,1,[],0,[],
37008,AdsthreeClearDouble,28,5,180,1,8,1,[],0,[],
37009,AdsthreeClearDouble,28,5,180,0,9,1,[],0,[],
40001,AdsJamGamerevive,29,5,180,10,1,1,[],0,[],
40002,AdsJamGamerevive,29,5,180,10,2,1,[],0,[],
40003,AdsJamGamerevive,29,5,180,1,3,1,[],0,[],
40004,AdsJamGamerevive,29,5,180,20,4,1,[],0,[],
40005,AdsJamGamerevive,29,5,180,10,5,1,[],0,[],
40006,AdsJamGamerevive,29,5,180,1,6,1,[],0,[],
40007,AdsJamGamerevive,29,5,180,1,7,1,[],0,[],
40008,AdsJamGamerevive,29,5,180,1,8,1,[],0,[],
40009,AdsJamGamerevive,29,5,180,0,9,1,[],0,[],
41001,AdsJamGameRetrofit,30,5,180,1,1,1,"[[6404,1]]",0,[],
41002,AdsJamGameRetrofit,30,5,180,1,2,1,"[[6404,1]]",0,[],
41003,AdsJamGameRetrofit,30,5,180,1,3,1,"[[6404,1]]",0,[],
41004,AdsJamGameRetrofit,30,5,180,1,4,1,"[[6404,1]]",0,[],
41005,AdsJamGameRetrofit,30,5,180,1,5,1,"[[6404,1]]",0,[],
41006,AdsJamGameRetrofit,30,5,180,1,6,1,"[[6404,1]]",0,[],
41007,AdsJamGameRetrofit,30,5,180,1,7,1,"[[6404,1]]",0,[],
41008,AdsJamGameRetrofit,30,5,180,1,8,1,"[[6404,1]]",0,[],
41009,AdsJamGameRetrofit,30,5,180,0,9,1,"[[6404,1]]",0,[],
42001,AdsJamGameheart,31,5,180,5,1,1,"[[6407,1]]",0,[],
42002,AdsJamGameheart,31,5,180,5,2,1,"[[6407,1]]",0,[],
42003,AdsJamGameheart,31,5,180,1,3,1,"[[6407,1]]",0,[],
42004,AdsJamGameheart,31,5,180,20,4,1,"[[6407,1]]",0,[],
42005,AdsJamGameheart,31,5,180,5,5,1,"[[6407,1]]",0,[],
42006,AdsJamGameheart,31,5,180,1,6,1,"[[6407,1]]",0,[],
42007,AdsJamGameheart,31,5,180,1,7,1,"[[6407,1]]",0,[],
42008,AdsJamGameheart,31,5,180,1,8,1,"[[6407,1]]",0,[],
42009,AdsJamGameheart,31,5,180,0,9,1,"[[6407,1]]",0,[],
43001,AdsJamGameDouble,32,5,180,10,1,1,[],0,[],
43002,AdsJamGameDouble,32,5,180,10,2,1,[],0,[],
43003,AdsJamGameDouble,32,5,180,1,3,1,[],0,[],
43004,AdsJamGameDouble,32,5,180,20,4,1,[],0,[],
43005,AdsJamGameDouble,32,5,180,10,5,1,[],0,[],
43006,AdsJamGameDouble,32,5,180,1,6,1,[],0,[],
43007,AdsJamGameDouble,32,5,180,1,7,1,[],0,[],
43008,AdsJamGameDouble,32,5,180,1,8,1,[],0,[],
43009,AdsJamGameDouble,32,5,180,0,9,1,[],0,[],
50001,AdsblockRefresh,33,5,180,1,1,1,"[[6408,1]]",0,[],
50002,AdsblockRefresh,33,5,180,1,2,1,"[[6408,1]]",0,[],
50003,AdsblockRefresh,33,5,180,1,3,1,"[[6408,1]]",0,[],
50004,AdsblockRefresh,33,5,180,1,4,1,"[[6408,1]]",0,[],
50005,AdsblockRefresh,33,5,180,1,5,1,"[[6408,1]]",0,[],
50006,AdsblockRefresh,33,5,180,1,6,1,"[[6408,1]]",0,[],
50007,AdsblockRefresh,33,5,180,1,7,1,"[[6408,1]]",0,[],
50008,AdsblockRefresh,33,5,180,1,8,1,"[[6408,1]]",0,[],
50009,AdsblockRefresh,33,5,180,0,9,1,"[[6408,1]]",0,[],
51001,AdsblockTurnover,34,5,180,1,1,1,"[[6409,1]]",0,[],
51002,AdsblockTurnover,34,5,180,1,2,1,"[[6409,1]]",0,[],
51003,AdsblockTurnover,34,5,180,1,3,1,"[[6409,1]]",0,[],
51004,AdsblockTurnover,34,5,180,1,4,1,"[[6409,1]]",0,[],
51005,AdsblockTurnover,34,5,180,1,5,1,"[[6409,1]]",0,[],
51006,AdsblockTurnover,34,5,180,1,6,1,"[[6409,1]]",0,[],
51007,AdsblockTurnover,34,5,180,1,7,1,"[[6409,1]]",0,[],
51008,AdsblockTurnover,34,5,180,1,8,1,"[[6409,1]]",0,[],
51009,AdsblockTurnover,34,5,180,0,9,1,"[[6409,1]]",0,[],
52001,AdsblockDiamond,35,5,180,1,1,1,"[[6410,1]]",0,[],
52002,AdsblockDiamond,35,5,180,1,2,1,"[[6410,1]]",0,[],
52003,AdsblockDiamond,35,5,180,1,3,1,"[[6410,1]]",0,[],
52004,AdsblockDiamond,35,5,180,1,4,1,"[[6410,1]]",0,[],
52005,AdsblockDiamond,35,5,180,1,5,1,"[[6410,1]]",0,[],
52006,AdsblockDiamond,35,5,180,1,6,1,"[[6410,1]]",0,[],
52007,AdsblockDiamond,35,5,180,1,7,1,"[[6410,1]]",0,[],
52008,AdsblockDiamond,35,5,180,1,8,1,"[[6410,1]]",0,[],
52009,AdsblockDiamond,35,5,180,0,9,1,"[[6410,1]]",0,[],
53001,AdsblockClear,36,5,180,1,1,1,"[[6412,1]]",0,[],
53002,AdsblockClear,36,5,180,1,2,1,"[[6412,1]]",0,[],
53003,AdsblockClear,36,5,180,1,3,1,"[[6412,1]]",0,[],
53004,AdsblockClear,36,5,180,1,4,1,"[[6412,1]]",0,[],
53005,AdsblockClear,36,5,180,1,5,1,"[[6412,1]]",0,[],
53006,AdsblockClear,36,5,180,1,6,1,"[[6412,1]]",0,[],
53007,AdsblockClear,36,5,180,1,7,1,"[[6412,1]]",0,[],
53008,AdsblockClear,36,5,180,1,8,1,"[[6412,1]]",0,[],
53009,AdsblockClear,36,5,180,0,9,1,"[[6412,1]]",0,[],
54001,Adsblockheart,37,5,180,5,1,1,"[[6413,1]]",0,[],
54002,Adsblockheart,37,5,180,5,2,1,"[[6413,1]]",0,[],
54003,Adsblockheart,37,5,180,1,3,1,"[[6413,1]]",0,[],
54004,Adsblockheart,37,5,180,10,4,1,"[[6413,1]]",0,[],
54005,Adsblockheart,37,5,180,5,5,1,"[[6413,1]]",0,[],
54006,Adsblockheart,37,5,180,1,6,1,"[[6413,1]]",0,[],
54007,Adsblockheart,37,5,180,1,7,1,"[[6413,1]]",0,[],
54008,Adsblockheart,37,5,180,1,8,1,"[[6413,1]]",0,[],
54009,Adsblockheart,37,5,180,0,9,1,"[[6413,1]]",0,[],
55001,Adsblockerevive,38,5,180,10,1,1,[],0,[],
55002,Adsblockerevive,38,5,180,10,2,1,[],0,[],
55003,Adsblockerevive,38,5,180,1,3,1,[],0,[],
55004,Adsblockerevive,38,5,180,20,4,1,[],0,[],
55005,Adsblockerevive,38,5,180,10,5,1,[],0,[],
55006,Adsblockerevive,38,5,180,1,6,1,[],0,[],
55007,Adsblockerevive,38,5,180,1,7,1,[],0,[],
55008,Adsblockerevive,38,5,180,1,8,1,[],0,[],
55009,Adsblockerevive,38,5,180,0,9,1,[],0,[],
56001,AdsblockDouble,39,5,180,10,1,1,[],0,[],
56002,AdsblockDouble,39,5,180,10,2,1,[],0,[],
56003,AdsblockDouble,39,5,180,1,3,1,[],0,[],
56004,AdsblockDouble,39,5,180,20,4,1,[],0,[],
56005,AdsblockDouble,39,5,180,10,5,1,[],0,[],
56006,AdsblockDouble,39,5,180,1,6,1,[],0,[],
56007,AdsblockDouble,39,5,180,1,7,1,[],0,[],
56008,AdsblockDouble,39,5,180,1,8,1,[],0,[],
56009,AdsblockDouble,39,5,180,0,9,1,[],0,[],
