42,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,48,48,32,32,30,37,37,34,36,32
43,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,48,33,33,30,38,38,35,37,32
44,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,34,34,31,38,38,36,38,33
45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,35,35,32,38,38,37,38,34
46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,36,36,33,38,38,38,38,35
47,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,49,37,37,34,38,38,38,38,36
48,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,38,38,35,38,38,38,38,37
49,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,38,38,36,38,38,38,38,38
50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,38,38,37,38,38,38,38,38
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,38,38,38,38,38,38,38,38
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,50,38,38,38,38,38,38,38,38
53,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,38,38,38,38,38,38,38,38
54,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,38,38,38,38,38,38,38,38
55,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,38,38,38,38,38,38,38,38
56,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,51,51,38,38,38,38,38,38,38,38
57,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,51,38,38,38,38,38,38,38,38
58,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,38,38,38,38,38,38,38,38
59,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,38,38,38,38,38,38,38,38
