id,exchangeNormalNeed,exchangeNormalReward,exchangeSpecialNeed,exchangeSpecialReward,exchangeSpecialBox,exchangeComplete,exchangeSpecialTime,exchangeUnlimitedNeed
,exchangeUnlimitedReward,
601801,"[[8001,3],[8002,4],[8003,5],[8004,6]]","[[1002,150],[1002,400],[1002,500],[1002,900]]","[8005,5]","[1002,1000]","[[7001,10],[7003,10],[7004,3]]","[[16000,2],[10004,3],[1001,1]]",180000,[],[],
601901,"[[8001,7],[8002,8],[8003,11],[8004,10]]","[[1002,350],[1002,800],[1002,1100],[1002,1500]]","[8005,8]","[1002,1600]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
602101,"[[8004,7],[8005,9],[8006,9],[8007,10]]","[[1002,350],[1002,900],[1002,900],[1002,1500]]","[8008,8]","[1002,1600]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
602201,"[[8001,7],[8002,8],[8003,11],[8004,10]]","[[1002,350],[1002,800],[1002,1100],[1002,1500]]","[8005,8]","[1002,1600]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
602301,"[[8001,7],[8002,8],[8003,11],[8007,10]]","[[1002,350],[1002,800],[1002,1100],[1002,1500]]","[8008,8]","[1002,1600]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
602401,"[[8001,7],[8002,8],[8003,11],[8004,10]]","[[1002,350],[1002,800],[1002,1100],[1002,2400]]","[8005,8]","[1002,2400]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
602501,"[[8001,7],[8002,8],[8003,11],[8004,10]]","[[1002,350],[1002,800],[1002,1100],[1002,2400]]","[8005,8]","[1002,2400]","[[7001,10],[7003,10],[7004,3]]","[[13001,2],[10004,3],[1001,1]]",180000,[],[],
2703,"[[4950,1200],[4950,1000],[4950,1000],[4950,500],[4950,500]]","[[2100,20],[11001,4],[30000,10],[42000,5],[1002,5000]]",[],[],[],"[[4974,20],[1004,10],[1001,80]]",0,"[4950,200]","[1002,200]",
3554,"[[90307,30],[90307,20],[90307,12],[90307,10],[90307,10]]","[[83012,20],[11001,5],[42000,25],[1003,500],[1002,5000]]",[],[],[],"[[90333,20],[1004,10],[1001,80]]",0,"[90307,2]","[38020,10]",
4680,"[[90615,30],[90615,20],[90615,12],[90615,10],[90615,10]]","[[83017,20],[11001,5],[42000,25],[1003,1000],[1002,2400]]",[],[],[],"[[90631,20],[1004,10],[1001,80]]",0,"[90615,2]","[38025,10]",
4332,"[[90770,180],[90770,45],[90770,35],[90770,26],[90770,64]]","[[27604,1],[11001,6],[42000,25],[1003,500],[1002,6000]]",[],[],[],"[[90780,20],[1004,10],[1001,80]]",0,"[90770,2]","[38028,10]",
34003,"[[2000749,200],[2000749,40],[2000749,30],[2000749,15],[2000749,15]]","[[93004,1],[1002,10000],[11001,1],[42000,5],[16000,10]]",[],[],[],"[[93004,1],[1004,10],[1001,30]]",0,"[2000749,2]","[38054,10]",
34104,"[[2000776,180],[2000776,45],[2000776,35],[2000776,26],[2000776,64]]","[[93005,1],[1002,10000],[11001,1],[42000,5],[16000,10]]",[],[],[],"[[93005,1],[1004,10],[1001,30]]",0,"[2000776,2]","[38055,10]",
