id,attribute,dragonSkillAttribute,type,obstacleType,achievementType,taskunlock,consumeType,consume,whetherHide,rewardItem,rewardItem1,probabilityRewardItem1,probabilityRewardItem2,probabilityRewardItem3,dragonReward,roleLevel,FuncParam,group4ReturnEnergy,group5ReturnEnergy,group6ReturnEnergy,group7ReturnEnergy,
86,0,0,23,0,0,Mission4_010FindMemory2,3,[],1,"[[5016,2]]",[],[],[],[],[],1,,,,,,
87,0,0,23,0,0,Mission4_011CrackedCurse,3,[],1,[],[],[],[],[],[],1,"[1,""4richman""]",,,,,
88,0,0,1,0,0,Mission4_001DeadRoad,1,"[1003,9]",0,"[[4130,1],[1000,3]]",[],[],[],[],[],1,,,,,,
89,0,0,1,0,0,Mission4_001DeadRoad,1,"[1003,9]",0,"[[4131,1],[1000,3]]",[],[],[],[],[],1,,,,,,
90,0,0,1,0,0,Mission4_003StrangeStatue,1,"[1003,9]",0,"[[4132,1],[1000,3]]",[],[],[],[],[],1,,,,,,
91,0,0,1,0,0,Mission4_007DollShock1,1,"[1003,9]",0,"[[4135,2],[1000,3]]",[],[],[],[],[],1,,,,,,
92,0,0,1,0,0,Mission4_011CrackedCurse,1,"[1003,9]",0,"[[4136,1],[1000,3]]",[],[],[],[],[],1,,,,,,
93,0,0,1,0,0,Mission4_004StoneCurse,1,"[1003,10]",0,"[[2001,3],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
94,0,0,1,0,0,Mission4_009VisitWitch,1,"[1003,10]",0,"[[2001,3],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
95,0,0,1,0,0,Mission4_011CrackedCurse,1,"[1003,10]",0,"[[2001,3],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
96,0,0,5,0,0,,0,[],1,[],[],[],[],[],[],1,,,,,,
97,0,0,1,0,0,Mission4_010FindMemory,1,"[1003,10]",0,"[[2001,3],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
98,0,0,1,0,0,Mission4_010FindMemory2,1,"[1003,10]",0,"[[2001,3],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
99,0,0,20,15,0,Mission4_006KeepSleep,0,"[1003,7]",0,"[[8002,1],[8003,2],[8004,2],[20000,1]]","[[2006,1,2]]",[],[],[],[],1,,,,,,
100,0,0,3,0,0,Mission4_005BlackCat1,3,[],1,[],[],[],[],[],[],1,,,,,,
101,0,0,23,101,0,Mission4_005BlackCat1,3,[],1,[],[],[],[],[],[],1,,,,,,
102,0,0,23,101,0,Mission4_005BlackCat1,3,[],1,[],[],[],[],[],[],1,,,,,,
103,0,0,23,101,0,Mission4_005BlackCat1,3,[],1,[],[],[],[],[],[],1,,,,,,
105,0,0,3,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
311,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
312,0,0,3,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
313,0,0,23,313,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
314,0,0,23,313,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
315,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
316,0,0,3,0,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
222,0,0,3,0,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
223,0,0,3,0,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
224,0,0,3,0,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
317,0,0,3,317,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
318,0,0,3,317,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
319,0,0,3,317,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
320,0,0,3,317,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
116,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]",[],[],[],[],[],1,,,,,,
117,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]",[],[],[],[],[],1,,,,,,
118,0,0,1,0,0,,1,"[1003,12]",0,"[[2001,2],[1000,2]]",[],[],[],[],[],1,,,,,,
119,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]",[],[],[],[],[],1,,,,,,
120,0,0,1,0,0,Mission5_003Needmagic,1,"[1003,15]",0,"[[4147,1],[1000,3]]",[],[],[],[],[],1,,,,,,
121,0,0,1,0,0,Mission5_003Needmagicb,1,"[1003,12]",0,"[[4148,1],[1000,3]]",[],[],[],[],[],1,,,,,,
122,0,0,1,0,0,Mission5_005Depot,1,"[1003,15]",0,"[[4149,1],[1000,3]]",[],[],[],[],[],1,,,,,,
123,0,0,1,0,0,Mission5_005Depot,1,"[1003,15]",0,"[[4150,1],[1000,3]]",[],[],[],[],[],1,,,,,,
124,0,0,1,0,0,Mission5_006Strangedemands,1,"[1003,15]",0,"[[4151,1],[1000,3]]",[],[],[],[],[],1,,,,,,
125,0,0,1,0,0,Mission5_006Strangedemands,1,"[1003,16]",0,"[[4152,1],[1000,3]]",[],[],[],[],[],1,,,,,,
126,0,0,1,0,0,Mission5_012Wonderfulmagic2,1,"[1003,16]",0,"[[4153,1],[1000,3]]",[],[],[],[],[],1,,,,,,
127,0,0,1,0,0,Mission5_012Wonderfulmagic2,1,"[1003,16]",0,"[[4154,1],[1000,3]]",[],[],[],[],[],1,,,,,,
128,0,0,1,0,0,Mission5_001Difficulties,1,"[1003,11]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
129,0,0,1,0,0,Mission5_002Thecommandb,1,"[1003,11]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
130,0,0,1,0,0,Mission5_001Difficulties,1,"[1003,11]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
131,0,0,1,0,0,Mission5_012Wonderfulmagic2,1,"[1003,10]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
132,0,0,1,0,0,Mission5_003Needmagic,1,"[1003,11]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
133,0,0,1,0,0,Mission5_002Thecommand,1,"[1003,13]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
134,0,0,1,0,0,Mission5_006Strangedemands,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
232,0,0,1,0,0,Mission5_010Importantfriend,1,"[1003,11]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
135,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
136,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
137,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
138,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
139,0,0,1,0,0,,1,"[1003,12]",0,"[[2001,2],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
140,0,0,1,0,0,,1,"[1003,12]",0,"[[2001,2],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
141,0,0,1,0,0,,1,"[1003,12]",0,"[[2001,2],[1000,3]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
142,0,0,1,0,0,Mission5_003Needmagicb,1,"[1003,13]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
143,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,"[1,""6""]",,,,,
144,0,0,1,0,0,Mission5_001Difficulties,1,"[1003,10]",0,"[[4160,1],[1000,3]]",[],[],[],[],[],1,,,,,,
145,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
146,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
147,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
148,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
225,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
226,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
227,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
149,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
150,0,0,3,0,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
151,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
152,0,0,1,0,0,,1,"[1003,8]",0,"[[2001,2],[1000,2]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
153,0,0,23,153,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
154,0,0,23,153,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
191,0,0,23,153,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
228,0,0,1,0,0,,1,"[1003,12]",0,"[[4164,1],[1000,3]]",[],[],[],[],[],1,,,,,,
229,0,0,1,0,0,,1,"[1003,9]",0,"[[4176,1],[1000,3]]",[],[],[],[],[],1,,,,,,
192,0,0,3,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
155,0,0,3,0,0,Mission6_002Escapedprincess,3,[],1,[],[],[],[],[],[],1,,,,,,
156,0,0,3,0,0,Mission6_003Thechoose1,3,[],1,[],[],[],[],[],[],1,,,,,,
157,0,0,31,0,0,Mission6_005Thechoose3,3,[],1,[],[],[],[],[],[],1,,,,,,
158,0,0,3,0,0,Mission6_004Thechoose2,3,[],1,[],[],[],[],[],[],1,,,,,,
159,0,0,3,0,0,Mission6_004Thechoose2,3,[],0,[],[],[],[],[],[],1,,,,,,
160,0,0,3,0,0,Mission6_006Preparation,3,[],1,[],[],[],[],[],[],1,,,,,,
161,0,0,23,161,0,Mission6_008Alcoholic,3,[],1,[],[],[],[],[],[],1,,,,,,
162,0,0,23,161,0,Mission6_008Alcoholic,3,[],1,[],[],[],[],[],[],1,,,,,,
163,0,0,3,0,0,Mission6_009Magicbarrier,3,[],1,[],[],[],[],[],[],1,,,,,,
164,0,0,29,60001,0,Mission6_011Losttrackb,3,[],1,[],[],[],[],[],[],1,,,,,,
165,0,0,23,0,0,Mission6_013Dungeon,3,[],1,[],[],[],[],[],[],1,,,,,,
166,0,0,32,7,0,Mission6_016Activateexit,3,[],1,[],[],[],[],[],[],1,,,,,,
167,0,0,3,167,0,Mission6_015Dungeonout,3,[],1,[],[],[],[],[],[],1,,,,,,
168,0,0,3,167,0,Mission6_015Dungeonout,3,[],1,[],[],[],[],[],[],1,,,,,,
169,0,0,1,0,0,Mission6_000Newworld,1,"[1003,15]",0,"[[2001,5],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
170,0,0,1,0,0,Mission6_003Thechoose1,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
171,0,0,1,0,0,Mission6_004Thechoose2,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
172,0,0,1,0,0,Mission6_001Cries,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
173,0,0,1,0,0,Mission6_002Escapedprincess,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
174,0,0,1,0,0,Mission6_003Thechoose1,1,"[1003,12]",0,"[[4165,1],[1000,4]]",[],[],[],[],[],1,,,,,,
175,0,0,1,0,0,Mission6_012Footprint,1,"[1003,12]",0,"[[4166,1],[1000,4]]",[],[],[],[],[],1,,,,,,
176,0,0,1,0,0,Mission6_005Thechoose3,1,"[1003,25]",0,"[[4167,2],[1000,8]]",[],[],[],[],[],1,,,,,,
177,0,0,1,0,0,Mission6_005Thechoose3,1,"[1003,12]",0,"[[4168,1],[1000,4]]",[],[],[],[],[],1,,,,,,
178,0,0,1,0,0,Mission6_010Losttrack,1,"[1003,12]",0,"[[4169,1],[1000,4]]",[],[],[],[],[],1,,,,,,
179,0,0,1,0,0,Mission6_010Losttrack,1,"[1003,12]",0,"[[4170,1],[1000,4]]",[],[],[],[],[],1,,,,,,
180,0,0,1,0,0,Mission6_011Losttrackb,1,"[1003,12]",0,"[[4171,1],[1000,4]]",[],[],[],[],[],1,,,,,,
181,0,0,1,0,0,Mission6_004Thechoose2,1,"[1003,12]",0,"[[4172,1],[1000,4]]",[],[],[],[],[],1,,,,,,
182,0,0,1,0,0,Mission6_015Dungeonout,1,"[1003,12]",0,"[[4173,1],[1000,4]]",[],[],[],[],[],1,,,,,,
183,0,0,1,0,0,Mission6_016Activateexit,1,"[1003,12]",0,"[[4174,1],[1000,4]]",[],[],[],[],[],1,,,,,,
184,0,0,1,0,0,Mission6_007Wakeup,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
185,0,0,1,0,0,Mission6_009Magicbarrier,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
186,0,0,1,0,0,Mission6_011Losttrackb,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
187,0,0,1,0,0,Mission6_014Dungeonsecret,1,"[1003,15]",0,"[[2001,3],[1000,5]]","[[2001,0,2]]","[[7001,1,20],[7001,2,5],[7002,1,5],[-1,0,70]]",[],[],[],1,,,,,,
188,0,0,29,6,0,Mission6_014Dungeonsecret,3,[],1,[],[],[],[],[],[],1,,,,,,
