id,googleId,iosId,name,proType,shopType,shopSubType,userGroup,price,itemIds,areaId,subscribeDuration,firstRate,firstReset,extraRate,chargeLottery,reissueMailTitle,reissueMailContent,
12,beginner.pack2,beginner.pack2,Beginner Pack2,0,5,12,0,0.99,"[[1003,1000],[11001,3]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110,beginner.pack3,beginner.pack3,Beginner Pack3,0,5,11,0,2.99,"[[1003,1000],[1001,30],[205001,1]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
13,beginner.pack4,beginner.pack4,Energy Pack4,0,5,21,0,2.99,"[[1003,900]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
14,energy.pack2,energy.pack2,Energy Pack2,0,5,22,0,1.99,"[[1003,500]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
15,beginner.pack5,beginner.pack5,Energy Pack5,0,5,23,0,5.99,"[[1003,1500]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
17,lifestone.pack1,lifestone.pack1,Life Stone Pack1,0,5,32,0,4.99,"[[2100,40]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
18,lifestone.pack2,lifestone.pack2,Life Stone Pack2,0,5,33,0,6.99,"[[2100,50]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
180,lifestone.pack3,lifestone.pack3,Life Stone Pack3,0,5,180,0,18.99,"[[2100,150]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
19,fairyscapes.pass1,fairyscapes.pass1,fairyscapes.pass1,0,2,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
24,month.gift.new,month.gift.new,Month Gift New,0,9,0,0,14.99,"[[1001,480]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
25,growth.fund,growth.fund,Growth Fund,2,11,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
26,piggybank1,piggybank1,Piggy Bank1,0,12,,0,5.99,"[[1003,1750]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
27,piggybank2,piggybank2,Piggy Bank2,0,12,,0,14.99,"[[1003,5600]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
28,piggybank3,piggybank3,Piggy Bank3,0,12,,0,30.99,"[[1003,12000]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
29,piggybank4,piggybank4,Piggy Bank4,0,12,,0,7.99,"[[1003,2880]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
30,piggybank5,piggybank5,Piggy Bank5,0,12,,0,9.99,"[[1003,3650]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
31,piggybank6,piggybank6,Piggy Bank6,0,12,,0,19.99,"[[1003,7600]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
32,month.subscription1,month.subscription1,Month.Subscription1,1,21,0,0,14.99,"[[1001,480]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
33,privilegedsubscription7,privilegedsubscription7,PrivilegedSubscription7,1,20,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
34,privilegedsubscription30,privilegedsubscription30,PrivilegedSubscription30,1,20,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
35,dragonfarm.pass2,dragonfarm.pass2,dragonfarm.pass2,0,2,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
36,piggybank7,piggybank7,Piggy Bank7,0,12,,0,1.99,"[[1003,500]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
37,piggybank8,piggybank8,Piggy Bank8,0,12,,0,3.99,"[[1003,1020]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
38,piggybank9,piggybank9,Piggy Bank9,0,12,,0,6.99,"[[1003,2000]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
39,piggybank10,piggybank10,Piggy Bank10,0,12,,0,8.99,"[[1003,2600]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
40,piggybank11,piggybank11,Piggy Bank11,0,12,,0,12.99,"[[1003,3800]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
41,piggybankpack2,piggybankpack2,Piggy Bank  Pack2,0,12,,0,2.99,"[[1003,860]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
42,piggybankpack4,piggybankpack4,Piggy Bank  Pack4,0,12,,0,4.99,"[[1003,1450]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
43,piggybankpack10,piggybankpack10,Piggy Bank  Pack10,0,12,,0,10.99,"[[1003,3200]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
44,piggybankpack16,piggybankpack16,Piggy Bank  Pack16,0,12,,0,16.99,"[[1003,5000]]",0,0,0,,,,ui_mail_budan_title,ui_mail_budan_desc_2,
60,dailybargain1,dailybargain1,Daily Bargain1,0,29,0,0,0.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
61,dailybargain2,dailybargain2,Daily Bargain2,0,29,0,0,0.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
62,dailybargain3,dailybargain3,Daily Bargain3,0,29,0,0,0.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
200,scenestar.pack1,scenestar.pack1,Scene Star Pack1,0,8,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
201,scenestar.pack2,scenestar.pack2,Scene Star Pack2,0,8,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
202,scenestar.pack3,scenestar.pack3,Scene Star Pack3,0,8,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1000,energysold.timelimit,energysold.timelimit,Monthly Energy,1,1,0,0,0.99,"[[1001,40]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
311,weekly.pack1,weekly.pack1,Weekly Limited Pack1,0,10,,0,69.99,"[[1003,10000],[11001,25],[25000,25]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
312,weekly.pack2,weekly.pack2,Weekly Limited Pack2,0,10,,0,69.99,"[[2100,250],[11001,25],[25000,25]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
313,weekly.pack3,weekly.pack3,Weekly Limited Pack3,0,10,,0,69.99,"[[2005,1100],[2003,1100],[2004,1100],[2002,1100]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
321,weekly.pack4,weekly.pack4,Weekly Limited Pack4,0,10,,0,29.99,"[[1003,4400],[11001,10],[25000,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
322,weekly.pack5,weekly.pack5,Weekly Limited Pack5,0,10,,0,29.99,"[[2100,110],[11001,10],[25000,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
323,weekly.pack6,weekly.pack6,Weekly Limited Pack6,0,10,,0,29.99,"[[2005,450],[2003,450],[2004,450],[2002,450]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
331,weekly.pack7,weekly.pack7,Weekly Limited Pack7,0,10,,0,9.99,"[[1003,1600],[11001,3],[25000,3]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
332,weekly.pack8,weekly.pack8,Weekly Limited Pack8,0,10,,0,9.99,"[[2100,40],[11001,3],[25000,3]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
333,weekly.pack9,weekly.pack9,Weekly Limited Pack9,0,10,,0,9.99,"[[2005,150],[2003,150],[2004,150],[2002,150]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
334,weekly.dragon.pack1,weekly.dragon.pack1,weekly.dragon.pack1,0,18,,0,49.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
335,weekly.dragon.pack2,weekly.dragon.pack2,weekly.dragon.pack2,0,18,,0,49.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
336,weekly.dragon.pack3,weekly.dragon.pack3,weekly.dragon.pack3,0,18,,0,49.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
410,special.coin.pack,special.coin.pack,Special Coin Pack,0,5,410,0,49.99,"[[1002,100000]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
420,commission.speedup.pack,commission.speedup.pack,Commission Speedup Pack,0,5,420,0,6.99,"[[22000,35]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
430,factory.speedup.pack,factory.speedup.pack,Factory Speedup Pack,0,5,430,0,5.99,"[[42000,60]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
440,energy.discount.pack,energy.discount.pack,Energy Discount Pack,0,5,440,0,6.99,"[[20006,1]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
450,lollipop.pack1,lollipop.pack1,Lollipop Pack1,0,5,450,0,1.99,"[[30000,60]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
451,lollipop.pack2,lollipop.pack2,Lollipop Pack2,0,5,451,0,5.99,"[[30000,200]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
452,lollipop.pack3,lollipop.pack3,Lollipop Pack3,0,5,452,0,12.99,"[[30000,460]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
460,energy.pack4.new,energy.pack4.new,Energy Pack4 New,0,5,460,0,12.99,"[[1003,2600],[11001,5]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
470,decorate.pack1,decorate.pack1,Decorate Pack1,0,13,,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
471,decorate.pack2,decorate.pack2,Decorate Pack2,0,13,,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
472,decorate.pack3,decorate.pack3,Decorate Pack3,0,13,,0,20.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
601,smallbp1,smallbp1,smallbp1,0,15,0,0,4.99,[],0,0,0,,0,,ui_mail_budan_title,ui_mail_budan_desc_1,
701,returngift.type1.pack1,returngift.type1.pack1,Returngift Type1 Pack1,0,16,,0,1.99,"[[1003,500]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
702,returngift.type1.pack2,returngift.type1.pack2,Returngift Type1 Pack2,0,16,,0,2.99,"[[1003,800]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
703,returngift.type1.pack3,returngift.type1.pack3,Returngift Type1 Pack3,0,16,,0,4.99,"[[1003,1500]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
704,returngift.type2.pack2,returngift.type2.pack2,Returngift Type2 Pack2,0,16,,0,2.99,"[[1003,800]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
705,returngift.type2.pack3,returngift.type2.pack3,Returngift Type2 Pack3,0,16,,0,3.99,"[[1003,1000]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
706,returngift.type2.pack4,returngift.type2.pack4,Returngift Type2 Pack4,0,16,,0,5.99,"[[1003,1800]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
707,returngift.type2.pack5,returngift.type2.pack5,Returngift Type2 Pack5,0,16,,0,7.99,"[[1003,2400]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
800,eventmapbp,eventmapbp,Event Map BP,0,17,,0,8.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
801,guidemapbp,guidemapbp,Event Map BP1,0,32,,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
802,eventmapbp2,eventmapbp2,Event Map BP2,0,17,,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
803,eventmapbp3,eventmapbp3,Event Map BP3,0,17,,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
900,stimulatepaymentpack1,stimulatepaymentpack1,StimulatePaymentpack1,0,5,900,0,1.99,"[[27502,1],[1001,200],[1003,1440]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
901,stimulatepayment.pack2,stimulatepayment.pack2,StimulatePayment.pack2,0,5,901,0,5.99,"[[141051,1],[1003,1760]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1001,redenergy1.pack1,redenergy1.pack1,redenergy1 pack1,0,38,,0,4.99,"[[1006,1000]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1002,redenergy1.pack2,redenergy1.pack2,redenergy1 pack2,0,38,,0,13.99,"[[1006,3000]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1701,luckycard1.pack1,luckycard1.pack1,luckycard1 pack1,0,28,,0,0.99,"[[1003,320]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1702,luckycard1.pack2,luckycard1.pack2,luckycard1 pack2,0,28,,0,3.99,"[[1003,960]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1703,luckycard1.pack3,luckycard1.pack3,luckycard1 pack3,0,28,,0,8.99,"[[1003,1340]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1704,luckycard2.pack1,luckycard2.pack1,luckycard2 pack1,0,28,,0,0.99,"[[1003,320]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1705,luckycard2.pack2,luckycard2.pack2,luckycard2 pack2,0,28,,0,3.99,"[[1003,960]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1706,luckycard2.pack3,luckycard2.pack3,luckycard2 pack3,0,28,,0,8.99,"[[1003,1340]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1707,luckycard6.pack1,luckycard6.pack1,luckycard6.pack1,0,28,,0,0.99,"[[1003,320]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1708,luckycard6.pack2,luckycard6.pack2,luckycard6.pack2,0,28,,0,3.99,"[[1003,960]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1709,luckycard6.pack3,luckycard6.pack3,luckycard6.pack3,0,28,,0,8.99,"[[1003,1340]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1710,luckycard7.pack1,luckycard7.pack1,luckycard7.pack1,0,28,,0,0.99,"[[1003,320]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1711,luckycard7.pack2,luckycard7.pack2,luckycard7.pack2,0,28,,0,3.99,"[[1003,960]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1712,luckycard7.pack3,luckycard7.pack3,luckycard7.pack3,0,28,,0,8.99,"[[1003,1340]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1713,luckycard5.pack1,luckycard5.pack1,luckycard5.pack1,0,28,,0,0.99,"[[1003,320]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1714,luckycard5.pack2,luckycard5.pack2,luckycard5.pack2,0,28,,0,3.99,"[[1003,960]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1715,luckycard5.pack3,luckycard5.pack3,luckycard5.pack3,0,28,,0,8.99,"[[1003,1340]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1900,threeclear1,threeclear1,ThreeClear1,0,33,,0,6.99,"[[6403,10],[6401,5],[6402,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1901,threeclear2,threeclear2,ThreeClear2,0,33,,0,19.99,"[[6403,25],[6401,15],[6400,6]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1902,threeclear3,threeclear3,ThreeClear3,0,33,,0,29.99,"[[6403,40],[6401,30],[6400,12]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1903,threeclear4,threeclear4,ThreeClear4,0,33,,0,59.99,"[[6403,80],[6401,60],[6400,32]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1904,threeclear5,threeclear5,ThreeClear5,0,33,,0,1.99,"[[6402,7]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1905,threeclear6,threeclear6,ThreeClear6,0,33,,0,1.99,"[[6401,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1906,threeclear7,threeclear7,ThreeClear7,0,33,,0,4.99,"[[6400,7]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1907,threeclear8,threeclear8,ThreeClear8,0,33,,0,2.99,"[[6402,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1908,threeclear9,threeclear9,ThreeClear9,0,33,,0,2.99,"[[6401,5]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1909,threeclear10,threeclear10,ThreeClear10,0,33,,0,2.99,"[[6400,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1910,threeclear11,threeclear11,ThreeClear11,0,33,,0,49.99,"[[6403,70],[6401,55],[6400,25]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1911,threeclear12,threeclear12,ThreeClear12,0,33,,0,0.99,"[[6401,1],[6400,1],[6403,1]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
3601,threeclearbp,threeclearbp,Three Clear BP,0,36,,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2500,jamgame1,jamgame1,JamGame1,0,34,,0,6.99,"[[6404,7],[6406,3],[6407,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2501,jamgame2,jamgame2,JamGame2,0,34,,0,19.99,"[[6405,5],[6406,13],[6407,25]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2502,jamgame3,jamgame3,JamGame3,0,34,,0,29.99,"[[6405,18],[6406,6],[6407,40]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2504,jamgame5,jamgame5,JamGame5,0,34,,0,4.99,"[[6404,10]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2505,jamgame6,jamgame6,JamGame6,0,34,,0,4.99,"[[6405,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2506,jamgame7,jamgame7,JamGame7,0,34,,0,4.99,"[[6406,5]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2507,jamgame8,jamgame8,JamGame8,0,34,,0,4.99,"[[6406,4],[6405,2],[6404,6]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2508,jamgame9,jamgame9,JamGame9,0,34,,0,4.99,"[[6406,4],[6405,2],[6404,6]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
2509,jamgame10,jamgame10,JamGame10,0,34,,0,4.99,"[[6406,4],[6405,2],[6404,6]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4000,blockgame1,blockgame1,blockgame1,0,37,,0,9.99,"[[6413,8],[6409,9],[6408,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4001,blockgame2,blockgame2,blockgame2,0,37,,0,9.99,"[[6413,8],[6412,5],[6410,2]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4002,blockgame3,blockgame3,blockgame3,0,37,,0,19.99,"[[6413,15],[6408,19],[6409,8]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4003,blockgame4,blockgame4,blockgame4,0,37,,0,29.99,"[[6413,15],[6412,19],[6410,5]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4004,blockgame5,blockgame5,blockgame5,0,37,,0,2.99,"[[6408,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4005,blockgame6,blockgame6,blockgame6,0,37,,0,2.99,"[[6409,4]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4006,blockgame7,blockgame7,blockgame7,0,37,,0,2.99,"[[6410,3]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
4007,blockgame8,blockgame8,blockgame8,0,37,,0,2.99,"[[6412,2]]",0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_1,
1800,gontinuousgift1,gontinuousgift1,Continuous Gift1,0,31,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1801,gontinuousgift2,gontinuousgift2,Continuous Gift2,0,31,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1802,gontinuousgift3,gontinuousgift3,Continuous Gift3,0,31,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1803,gontinuousgift4,gontinuousgift4,Continuous Gift4,0,31,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1804,gontinuousgift5,gontinuousgift5,Continuous Gift5,0,31,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1805,gontinuousgift6,gontinuousgift6,Continuous Gift6,0,31,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1806,gontinuousgift7,gontinuousgift7,Continuous Gift7,0,31,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1807,gontinuousgift8,gontinuousgift8,Continuous Gift8,0,31,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1808,gontinuousgift9,gontinuousgift9,Continuous Gift9,0,31,0,0,19.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1809,gontinuousgift10,gontinuousgift10,Continuous Gift10,0,31,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1810,gontinuousgift11,gontinuousgift11,Continuous Gift11,0,31,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1811,gontinuousgift12,gontinuousgift12,Continuous Gift12,0,31,0,0,8.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
1812,gontinuousgift13,gontinuousgift13,Continuous Gift13,0,31,0,0,10.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10001,fairyscapes.pack,fairyscapes.pack,Fairyscapes Pack,0,29,0,0,0.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10002,fairyscapes.pack1,fairyscapes.pack1,Fairyscapes Pack1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10003,fairyscapes.pack2,fairyscapes.pack2,Fairyscapes Pack2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10004,fairyscapes.pack3,fairyscapes.pack3,Fairyscapes Pack3,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10005,fairyscapes.pack4,fairyscapes.pack4,Fairyscapes Pack4,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10006,fairyscapes.pack5,fairyscapes.pack5,Fairyscapes Pack5,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10007,fairyscapes.pack6,fairyscapes.pack6,Fairyscapes Pack6,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
